,式別,馬番,配当,人気
0,単勝,4,1140,5
1,複勝,4,340,6
2,複勝,1,160,2
3,複勝,12,260,4
4,枠連,1-2,810,4
5,馬連,1-4,1670,7
6,ワイド,1-4,620,8
7,ワイド,4-12,1300,14
8,ワイド,1-12,630,7
9,馬単,4→1,4220,18
10,3連複,1-4-12,5100,17
11,3連単,4→1→12,26710,96
