,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,グランツアーテム,牡6,58.0,菅原明,中川,美浦,2018106693,01179,マクフィ Makfi(英) ,オクシペタルム ,シンボリクリスエス ,-0.00043319164840739796,4
1,1,2,ハビレ,牡3,57.0,三浦,武井,美浦,2021100561,01122,ヘニーヒューズ Henny Hughes(米) ,トモトモリバー ,ブラックタイド ,-0.8859141360644769,8
2,2,3,マンマリアーレ,牝4,56.0,荻野極,高木,美浦,2020100761,01160,ゴールドシップ ,カラヴィンカ ,Bernardini (米) ,0.2168093408351669,2
3,2,4,ローズボウル,牡6,58.0,石川,林,美浦,2018104574,01150,キズナ ,オールドパサデナ ,エンパイアメーカー Empire Maker(米) ,-2.108869035112072,14
4,3,5,メイショウコバト,牝4,56.0,横山和,和田勇,美浦,2020106908,01140,ダノンレジェンド ,メイショウサワヤカ ,メイショウサムソン ,0.23710581983338103,1
5,3,6,アスクビックスター,牡5,58.0,黛,矢作,栗東,2019106414,01109,キングカメハメハ ,パープル Purple(愛) ,Galileo (愛) ,-4.437421393899063,16
6,4,7,オレデイイノカ,牡6,58.0,内田博,古賀,美浦,2018101243,00422,サウスヴィグラス ,グレイスフルアート ,ダイワメジャー ,-0.5994739654023592,6
7,4,8,スマラグドス,牡4,58.0,石橋脩,西園正,栗東,2020102798,01077,ハーツクライ ,エメラルドスター Emerald Star(英) ,Mount Nelson (英) ,-2.596509711053108,15
8,5,9,ヨリノサファイヤ,牝4,56.0,長浜,根本,美浦,2020102315,01214,コパノリッキー ,コパノタイマネ ,クロフネ ,-1.1876128100519454,11
9,5,10,ピュアキアン,牡3,57.0,吉田豊,竹内,美浦,2021107001,00733,ホッコータルマエ ,ピュアプレジャー ,Tiznow ,-1.912196637940878,13
10,6,11,オンザライン,セ6,58.0,マーカンド,大和田,美浦,2018104646,05626,スクリーンヒーロー ,ステラスターライト ,ディープインパクト ,-1.0523067575215213,10
11,6,12,ロジアデレード,牡3,57.0,野中,稲垣,美浦,2021105360,01158,ドレフォン Drefong(米) ,アデレードヒル ,ゴールドヘイロー ,-0.19256257394174311,5
12,7,13,ゲットアップ,セ6,58.0,田辺,牧,美浦,2018100720,01075,ルーラーシップ ,ソフトライム ,フジキセキ ,-1.02406753707978,9
13,7,14,セブンスレター,セ5,58.0,津村,高橋文,美浦,2019100876,01092,コパノリッキー ,ブライアンズレター ,ナリタブライアン ,-0.8513617317766188,7
14,8,15,フランスゴデイナ,牡6,58.0,戸崎圭,森秀,栗東,2018110117,05386,ウィルテイクチャージ ,Dreamy Blues ,Curlin (米) ,0.07970125099834355,3
15,8,16,アイファーエポック,牡5,58.0,江田照,根本,美浦,2019101325,00689,トビーズコーナー Toby's Corner(米) ,オトメローズ ,アサクサデンエン ,-1.3137674689798922,12
