,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マーゴットレジーナ,牝2,55.0,長岡,小林,栗東,2022101400,01142,モーリス ,カーリンホーク Curlin Hawk(米) ,Curlin (米) ,-2.4906874371125,12
1,1,2,タイセイフィオーレ,牡2,56.0,斎藤,高野,栗東,2022101447,01178,エピファネイア ,フィオレドーロ ,オルフェーヴル ,-0.03183678061468797,3
2,2,3,ナンヨーエンペラー,牡2,55.0,☆泉谷,松永幹,栗東,2022104672,01182,モーリス ,ヴィレンスクラフト ,ダイワメジャー ,-1.894237078852157,10
3,2,4,グラスティアラ,牝2,51.0,★河原田,菊川,美浦,2022103933,01204,アルアイン ,ミルキーハート ,キングカメハメハ ,-4.050080802169981,14
4,3,5,オンザムーブ,牡2,56.0,西村淳,矢作,栗東,2022105971,01171,モーリス ,ハヴユーゴーンアウェイ Haveyougoneaway(米) ,Congrats (米) ,-0.40968228848295546,6
5,3,6,クイーンズデイ,牝2,52.0,▲柴田裕,岡田,栗東,2022100962,01212,ラブリーデイ ,ウイッチクイーン ,キングヘイロー ,-2.389694226531604,11
6,4,7,コンセントレイト,牡2,56.0,Ｍデムーロ,渡辺,栗東,2022106635,05212,ジャスタウェイ ,ケープジャスミン ,クロフネ ,-1.4323253036574621,9
7,4,8,ワイドクリーガー,牡2,54.0,△高杉,奥村豊,栗東,2022105611,01213,サトノクラウン ,ピュアアモーレ ,マツリダゴッホ ,-0.3169047530662507,5
8,5,9,ダノンジャガー,牡2,56.0,佐々木,池江,栗東,2022104717,01197,キズナ ,カヴァートラブ Covert Love(愛) ,Azamour (愛) ,0.607081334564751,2
9,5,10,ワールドキッス,牡2,56.0,浜中,河嶋,栗東,2022104382,01115,ワールドエース ,アンジェラスキッス ,Gone West ,2.4019446720215667,1
10,6,11,エーオ,牡2,56.0,酒井,長谷川,栗東,2022102958,01034,デクラレーションオブウォー ,エオスモン ,ジャスタウェイ ,-3.9047733206799853,13
11,6,12,ケリフレッドアスク,牝2,54.0,☆西塚,藤原,栗東,2022102296,01200,ドゥラメンテ ,ディープインアスク ,ディープインパクト ,-1.4078430894728426,8
12,7,13,ジュルナール,牝2,55.0,亀田,池添,栗東,2022104788,01176,ロードカナロア ,サマーハ Samaaha(英) ,シングスピール Singspiel(愛) ,-0.033370072214658465,4
13,7,14,ロアヴィヴィエンヌ,牡2,53.0,▲川端,本間,美浦,2022100486,01195,ノーブルミッション Noble Mission(英) ,ティアラトウショウ ,アドマイヤムーン ,-6.579665026026239,16
14,8,15,レディエンス,牝2,55.0,鮫島駿,藤野,栗東,2022100583,01157,ニューイヤーズデイ ,ジェンメオ ,ディープブリランテ ,-1.1628009013984946,7
15,8,16,ソルレーヴ,牡2,56.0,団野,高橋忠,栗東,2022101057,01180,マクフィ Makfi(英) ,キルシュワッサー ,サクラバクシンオー ,-5.013340693510472,15
