,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ナスティウェザー,牡3,57.0,坂井,加藤征,美浦,2021101703,01163,パイロ Pyro(米) ,レッドフェザー ,ディープスカイ ,0.3436355227992321,4
1,1,2,ストレングス,牡3,57.0,ルメール,寺島,栗東,2021106658,05339,シニスターミニスター Sinister Minister(米) ,ローレライ ,ゴールドアリュール ,0.533790600084157,2
2,2,3,リッキーマジック,牝5,56.0,菱田,加藤征,美浦,2019106513,01144,コパノリッキー ,テツナゴオ ,ハーツクライ ,-4.6308356528633325,15
3,2,4,モズミギカタアガリ,牝3,55.0,松山,藤岡,栗東,2021102868,01126,グランプリボス ,モズソフィ ,マンハッタンカフェ ,-1.836320550118544,6
4,3,5,マルカラピッド,牝4,56.0,荻野琢,今野,栗東,2020102776,01112,マインドユアビスケッツ Mind Your Biscuits(米) ,ヴェルメンティーノ ,ダイワメジャー ,-4.233793921888571,14
5,3,6,エメラルドビーチ,牡4,58.0,池添,大久保,栗東,2020110055,01032,Gleneagles (愛) ,Sea Chanter ,War Chant ,-3.8005143396491228,12
6,4,7,アウグスト,牡5,58.0,幸,斎藤誠,美浦,2019100284,00732,ザファクター ,アプレレクール ,ゼンノロブロイ ,-3.8036712817857987,13
7,4,8,テイエムランウェイ,牡5,58.0,古川吉,河嶋,栗東,2019106632,01015,スズカコーズウェイ ,タイムトゥラン ,ブライアンズタイム Brian's Time(米) ,-5.129899269108706,16
8,5,9,フームスムート,牡7,58.0,川須,水野,美浦,2017104238,01128,トゥザグローリー ,ディアジーローズ ,ワイルドラッシュ Wild Rush(米) ,-2.216456639302687,7
9,5,10,エイシンレジューム,牡4,58.0,藤岡佑,中尾,栗東,2020106518,01093,サトノクラウン ,エーシンリターンズ ,キングカメハメハ ,0.05684355592442544,5
10,6,11,フェルヴェンテ,牡4,58.0,秋山稔,宮,栗東,2020102045,01181,ダノンバラード ,オリジンファースト Origin Fast(豪) ,Exceed And Excel ,-2.9702279830011262,8
11,6,12,ハギノモーリス,牡5,58.0,藤懸貴志,高野,栗東,2019100652,01138,モーリス ,ハギノエスカーダ ,タートルボウル Turtle Bowl(愛) ,-3.331507048964366,11
12,7,13,ジャーヴィス,牡4,58.0,岩田望,千田,栗東,2020103902,01174,ビーチパトロール Beach Patrol(米) ,ジェルヴェーズ ,メイショウサムソン ,0.5609229623709303,1
13,7,14,ガンウルフ,牡4,58.0,小崎,藤岡,栗東,2020110120,01152,Gun Runner (米) ,Loure ,A.P. Indy ,-3.0682305670577157,9
14,8,15,ドグマ,牡5,58.0,北村友,上原佑,美浦,2019102522,01102,キタサンブラック ,ショウナンカラット ,ブライアンズタイム Brian's Time(米) ,-3.148967224082874,10
15,8,16,ヴィヴァン,牡6,58.0,田口,池江,栗東,2018102040,01208,ハーツクライ ,キトゥンズクイーン Kitten's Queen(米) ,Kitten's Joy (米) ,0.5154859657846004,3
