,0,1,2,3
202106010610,単勝,1,610,3
202106010610,複勝,1,170,2
202106010610,複勝,13,550,10
202106010610,複勝,7,350,9
202106010610,複勝,15,190,4
202106010610,枠連,1-7,900,2
202106010610,馬連,1-13,9880,38
202106010610,ワイド,1-13,1600,36
202106010610,ワイド,1-7,980,25
202106010610,ワイド,1-15,480,4
202106010610,ワイド,7-13,3780,55
202106010610,ワイド,13-15,1490,35
202106010610,馬単,1→13,16310,66
202106010610,三連複,1-7-13,19720,114
202106010610,三連複,1-13-15,8150,66
202106010610,三連単,1→13→7,94040,614
202106010610,三連単,1→13→15,50450,403
