,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202504020601,1,3,5,タイセイフレッサ,牝2,55.0,斎藤新,0:1:22.1,,5.2,2.0,462,[東] 斎藤誠,芝,1400,雨,稍重,2025年08月10日,未勝利,2023100914,01178,6-5,35.0
202504020601,2,7,13,カレンデュラ,牝2,55.0,嶋田純次,0:1:22.3,3/4,10.4,5.0,412,[東] 南田美知,芝,1400,雨,稍重,2025年08月10日,未勝利,2023106613,01134,3-3,35.6
202504020601,3,8,16,コパノトーマス,牡2,55.0,原優介,0:1:22.5,1.1/2,11.8,6.0,468,[東] 青木孝文,芝,1400,雨,稍重,2025年08月10日,未勝利,2023103037,01184,1-1,36.1
202504020601,4,5,10,ホットゥトロット,牡2,55.0,大野拓弥,0:1:22.5,アタマ,63.5,12.0,446,[東] 堀内岳志,芝,1400,雨,稍重,2025年08月10日,未勝利,2023106325,01096,9-8,35.0
202504020601,5,2,4,ノベンバーベイズ,牝2,55.0,菊沢一樹,0:1:22.9,2.1/2,59.8,11.0,428,[東] 岩戸孝樹,芝,1400,雨,稍重,2025年08月10日,未勝利,2023102900,01161,12-10,35.2
202504020601,6,7,15,ラブソング,牝2,55.0,丸田恭介,0:1:23.0,クビ,32.3,9.0,424,[東] 尾関知人,芝,1400,雨,稍重,2025年08月10日,未勝利,2023102312,01117,6-7,35.8
202504020601,7,5,9,フィールドアピール,牝2,54.0,高杉吏麒,0:1:23.0,クビ,29.0,8.0,472,[東] 竹内正洋,芝,1400,雨,稍重,2025年08月10日,未勝利,2023102486,01213,4-5,36.1
202504020601,8,1,1,シンエンドーツダ,牡2,55.0,内田博幸,0:1:23.2,1.1/4,73.1,13.0,456,[東] 萱野浩二,芝,1400,雨,稍重,2025年08月10日,未勝利,2023103621,00422,17-16,34.7
202504020601,9,2,3,エコールナヴァール,牝2,55.0,戸崎圭太,0:1:23.3,3/4,2.5,1.0,474,[東] 森一誠,芝,1400,雨,稍重,2025年08月10日,未勝利,2023107060,05386,12-14,35.6
202504020601,10,3,6,マツリダシリウス,牡2,55.0,武藤雅,0:1:23.8,3,141.0,15.0,452,[東] 水野貴広,芝,1400,雨,稍重,2025年08月10日,未勝利,2023109058,01169,14-14,35.8
202504020601,11,8,17,キトゥンズシルバー,牡2,53.0,今村聖奈,0:1:23.9,1/2,22.1,7.0,464,[東] 武井亮,芝,1400,雨,稍重,2025年08月10日,未勝利,2023104722,01193,17-18,35.4
202504020601,12,4,7,マイネルユーゲント,牡2,55.0,石川裕紀,0:1:23.9,アタマ,7.2,4.0,438,[東] 加藤士津,芝,1400,雨,稍重,2025年08月10日,未勝利,2023100143,01150,14-12,35.9
202504020601,13,4,8,セイウンシシマイ,牡2,55.0,横山琉人,0:1:24.0,クビ,166.7,16.0,466,[東] 杉浦宏昭,芝,1400,雨,稍重,2025年08月10日,未勝利,2023104697,01192,9-12,36.5
202504020601,14,8,18,ライヴマルガリータ,牝2,55.0,木幡巧也,0:1:24.0,ハナ,44.8,10.0,452,[東] 牧光二,芝,1400,雨,稍重,2025年08月10日,未勝利,2023101046,01162,4-4,37.1
202504020601,15,1,2,セイウンリメンバー,牡2,55.0,津村明秀,0:1:24.1,1,7.1,3.0,470,[東] 千葉直人,芝,1400,雨,稍重,2025年08月10日,未勝利,2023100149,01092,9-10,36.6
202504020601,16,7,14,リュウセイコウテイ,牡2,55.0,野中悠太,0:1:24.2,クビ,184.7,17.0,434,[東] 奥平雅士,芝,1400,雨,稍重,2025年08月10日,未勝利,2023106437,01158,6-8,37.0
202504020601,17,6,12,ピーエムキンチャン,牡2,52.0,石神深道,0:1:24.6,2.1/2,536.8,18.0,454,[東] 和田正一,芝,1400,雨,稍重,2025年08月10日,未勝利,2023107455,01209,16-16,36.3
202504020601,18,6,11,ハミングディスト,牝2,55.0,菅原明良,0:1:24.7,1/2,78.6,14.0,478,[東] 嘉藤貴行,芝,1400,雨,稍重,2025年08月10日,未勝利,2023102924,01179,2-2,38.1
