,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,アルデナイン,牝2,52.0,▲舟山,村田,440(0),美浦,2023102693,01221,リオンディーズ,アンドルディース,ハーツクライ,-0.9029354087219028,7
1,1,2,アーティキュレート,牡2,56.0,プーシャン,手塚久,488(0),美浦,2023106860,05678,サートゥルナーリア,アーキテクチャー,Zoffany,-2.2380658201615393,16
2,2,3,ニュークリアス,牡2,56.0,横山武,萩原,472(0),美浦,2023105341,01170,フィエールマン,リエヴェメンテ,ドゥラメンテ,-1.1924346451467351,10
3,2,4,サトノクラシカル,牡2,56.0,マーカンド,宮田,490(0),美浦,2023106974,05626,リアルスティール,クラシックココア,Fastnet Rock,-2.1152579382141945,15
4,3,5,キミガハマ,牝2,55.0,戸崎圭,嘉藤,472(0),美浦,2023105034,05386,ディーマジェスティ,メイショウツバクロ,フレンチデピュティ,-1.904264122448808,13
5,3,6,コンジェスタス,牡2,56.0,Ｃデムーロ,高野,530(0),栗東,2023106963,05473,コントレイル,キラモサ,Alamosa,-2.3823761312720344,18
6,4,7,ミッキーファルコン,牡2,56.0,松山,堀,426(0),美浦,2023107259,01126,エピファネイア,ミッキークイーン,ディープインパクト,-1.2023026644404498,11
7,4,8,ビーストウォーズ,牡2,54.0,△長浜,松山,454(0),美浦,2023104891,01214,アニマルキングダム,ビーフィットウォー,ウォーエンブレム,-2.1082291963556745,14
8,5,9,ブザービーター,牡2,56.0,佐々木,黒岩,472(0),美浦,2023105382,01197,リオンディーズ,モーニングコール,ブライアンズタイム,-0.3369877302841,2
9,5,10,コスモアルペジオ,牡2,56.0,丹内,鹿戸,466(0),美浦,2023106461,01091,ゴールドシップ,ハートリーフ,Australia,-1.7642072290299566,12
10,6,11,デルマホダカ,牝2,55.0,菊沢,菊沢,484(0),美浦,2023101362,01161,ブリックスアンドモルタル,デルマサリーチャン,ホワイトマズル,-0.8166491017790856,5
11,6,12,タロ,牡2,56.0,鮫島駿,新谷,462(0),栗東,2023102726,01157,リーチザクラウン,エンゲージスマイル,シンボリクリスエス,-1.1106918545454576,9
12,7,13,トレセデオロ,牡2,56.0,荻野極,清水久,458(0),栗東,2023102771,01160,レイデオロ,ハナフブキ,ディープインパクト,-0.699611869417746,4
13,7,14,サートゥルチェア,牝2,55.0,横山和,嘉藤,452(0),美浦,2023104680,01140,サートゥルナーリア,ファーストチェア,ジャングルポケット,0.1338682824469618,1
14,7,15,レッドレガリア,牡2,56.0,ルメール,木村,534(0),美浦,2023107340,05339,エピファネイア,レッドファンタジア,Unbridled's Song,-0.46627240199160175,3
15,8,16,マイネルモンブラン,牡2,56.0,横山琉,鈴木慎,484(0),美浦,2023106449,01192,ブリックスアンドモルタル,スペキュラース,トーセンホマレボシ,-0.816805917594772,6
16,8,17,ソフィア,牝2,55.0,三浦,鹿戸,444(0),美浦,2023107088,01122,リアルスティール,ソブラドラインク,Include,-1.0299614423781374,8
17,8,18,シルバープレミア,牝2,55.0,横山典,西田,396(0),美浦,2023105576,00660,ワールドプレミア,ジョリーザスターズ,Sea The Stars  Sea the Stars,-2.364185719025422,17
