,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ピンクジン,牝5,56.0,長岡,南田,446(-8),美浦,2020106966,01142,ダノンバラード,オーミチェリッシュ,キャプテンスティーヴ,-0.7215849402635156,3
1,2,2,ミアステラ,セ6,58.0,秋山稔,大根田,502(0),栗東,2019104126,01181,ドゥラメンテ,リュヌドサーブル,Medicean,-2.548562441630524,8
2,3,3,アレナリア,牝6,56.0,国分恭,西園翔,442(+8),栗東,2019105824,01124,ブラックタイド,リトルビスケット,タニノギムレット,-1.9467830485189126,6
3,4,4,リッケンバッカー,牡7,58.0,古川吉,西村,482(-8),栗東,2018103590,01015,ロードカナロア,シティウェルズ,City Zip,-2.200615220569046,7
4,5,5,ドットクルー,牡5,58.0,高杉,笹田,472(+2),栗東,2020101486,01213,ディーマジェスティ,スターオブロゼッタ,ロードカナロア,-1.081206835590301,5
5,6,6,マイネルエニグマ,牡7,58.0,和田竜,吉田,482(+4),栗東,2018102178,01018,グラスワンダー,マイネレーツェル,ステイゴールド,-2.919007673218727,10
6,6,7,ローランドバローズ,牡3,57.0,岩田康,上村,500(+2),栗東,2022101827,05203,ヘンリーバローズ,ダイアナバローズ,シンボリクリスエス,0.071406897554798,1
7,7,8,キーパフォーマー,牝4,56.0,岩田望,佐々木,462(-2),栗東,2021104948,01174,キタサンブラック,アンコールピース,ネオユニヴァース,-1.0111343246713307,4
8,7,9,アスクビギンアゲン,牡6,58.0,吉村,梅田,578(+6),栗東,2019101079,01216,ハービンジャー,ディープインアスク,ディープインパクト,-2.6321099259800484,9
9,8,10,ガジュノリ,牝4,56.0,吉田隼,尾形,492(+2),美浦,2021101724,01095,サトノダイヤモンド,ガジュマル,ヴィクトワールピサ,-0.35174299000844955,2
10,8,11,エイカイマッケンロ,セ6,58.0,西塚,藤原,482(-6),栗東,2019104800,01200,ロードカナロア,ダイワミランダ,ハービンジャー,-3.457811370779353,11
