,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ジューンエオス,牝3,55.0,松山,武英,488(-2),栗東,2022110069,01126,Constitution,Lights of Medina,エスケンデレヤ,0.31706242370418125,3
1,2,2,アパイシュナール,牝4,56.0,丹内,田村,464(-4),美浦,2021100005,01091,シニスターミニスター,プーカ,キングカメハメハ,-2.523059618926773,11
2,3,3,エンプレスフレーム,牝3,55.0,原田和,上原博,454(0),美浦,2022107254,01143,カリフォルニアクローム,トロピカルガーデン,ハイアーゲーム,-0.04218675835111313,4
3,4,4,ディーズゴールド,牡3,57.0,ルメール,田村,490(-4),美浦,2022105847,05339,リオンディーズ,ボニーゴールド,ディープインパクト,-2.5503572991006678,12
4,4,5,ジェイエルマスター,牡3,57.0,横山和,小西,484(0),美浦,2022101818,01140,デクラレーションオブウォー,ホウライアキコ,ヨハネスブルグ,-0.32877574142096294,6
5,5,6,オールマキシマム,牝5,56.0,荻野極,奥平,462(+6),美浦,2020100387,01160,ホッコータルマエ,フローラルウインド,アグネスタキオン,-1.315865391946124,9
6,5,7,アートレスマインド,牡3,57.0,Ｃデムーロ,坂口,480(-4),栗東,2022105987,05473,マインドユアビスケッツ,リチュアルローズ,ゴールドアリュール,-1.1356427338076505,8
7,6,8,ベルイストワール,牝4,56.0,杉原,宮田,562(+18),美浦,2021100606,01135,ミッキーグローリー,マイスクエアワン,Giant's Causeway,-0.3921139790256674,7
8,6,9,オーケーマヒナ,牝3,55.0,横山琉,相沢,466(+4),美浦,2022100432,01192,モズアスコット,ヒアーズトウショウ,フジキセキ,-0.22486295317731428,5
9,7,10,プルナチャンドラ,牡4,58.0,石橋脩,小野,504(-2),美浦,2021100329,01077,アニマルキングダム,エーシンジョイフル,オペラハウス,0.8663328472839354,1
10,7,11,コスモマルーン,牝5,56.0,吉田豊,土田,474(0),美浦,2020105350,00733,ロージズインメイ,コスモキララ,タマモクロス,-3.259786267159261,13
11,8,12,マンダリンボレロ,牡5,58.0,松岡,伊藤伸,512(-2),美浦,2020101655,01085,スピルバーグ,ジャーメイン,アドマイヤムーン,0.37278918132484357,2
12,8,13,カフェアローロ,牝4,56.0,佐々木,古賀,514(+6),美浦,2021100469,01197,ダンカーク,カフェローレル,マンハッタンカフェ,-1.6211600369062797,10
