,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,マイネルイグザルト,牡3,58.0,難波,西園正,458(+6),栗東,2022106807,01066,ゴールドシップ,マイネエレーナ,ロージズインメイ
1,2,2,ナックエルドラド,牡3,56.0,▲水沼,小野,500(-4),美浦,2022106304,01201,マインドユアビスケッツ,エリンズハープ,ネオユニヴァース
2,3,3,アメリカンエール,セ7,60.0,小坂,東田,498(-10),栗東,2018110132,01063,Tapit,Sindy With an S,Broken Vow
3,3,4,キュピドン,牡5,60.0,森一,森秀,528(+12),栗東,2020110065,01139,American Pharoah,Chocolate Pop,Cuvee
4,4,5,シルヴァーデューク,セ5,60.0,小牧加,前川,464(+12),栗東,2020100052,01196,シルバーステート,ヴァナディース,ロックオブジブラルタル
5,4,6,クリアクォーツ,牡3,58.0,大江圭,的場,476(+6),美浦,2022101587,01120,タワーオブロンドン,クリアソウル,アグネスデジタル
6,5,7,ヴォンヌヴォー,牝5,58.0,伴,天間,462(+8),美浦,2020106585,01149,ドレフォン,ヴェイルオブクララ,ゼンノロブロイ
7,5,8,アナザーエース,牡5,57.0,▲井上,宮,526(0),栗東,2020104005,01151,ヤマカツエース,ホットフレイバー,タバスコキャット
8,6,9,パーセルペーパー,牡4,60.0,江田勇,和田雄,442(+2),美浦,2021106840,01023,ロージズインメイ,ビジュティエ,オルフェーヴル
9,6,10,サラフィエル,セ6,60.0,上野,鈴木慎,450(-6),美浦,2019101464,01087,ヤマニンセラフィム,ティフィン,トワイニング
10,7,11,オリンポスカズマ,牡5,60.0,黒岩,平田,534(-4),栗東,2020102013,01072,ヴィクトワールピサ,サクラサクラサクラ,アッミラーレ
11,7,12,アルカンサス,牡6,57.0,▲土田,土田,484(+2),美浦,2019101023,01198,シルバーステート,ラサンバ,Orientate
12,8,13,ヒロノビックバン,牡3,58.0,草野,蛯名利,422(-6),美浦,2022106482,01113,トゥザワールド,サツキユニヴァース,ネオユニヴァース
13,8,14,ボエーム,牡4,57.0,▲坂口,石栗,444(-4),美浦,2021100475,01211,アニマルキングダム,ラストマイア,ローエングリン
