,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ニシノコニャック,牡6,58.0,菊沢,伊藤大,460(+6),美浦,2019100937,01161,ディスクリートキャット,ニシノテキーラ,マンハッタンカフェ,-1.4263704764131133,12
1,1,2,ルージュアズライト,牝5,56.0,荻野極,森一,460(+4),美浦,2020101610,01160,リオンディーズ,レッドセシリア,ハーツクライ,-0.8427820197118077,6
2,2,3,ネグレスコ,牝4,56.0,石橋脩,西園正,484(-4),栗東,2021103214,01077,カリフォルニアクローム,アイスブレイク,マンハッタンカフェ,-0.8314686543632546,5
3,2,4,アイアムユウシュン,牡4,58.0,戸崎圭,奥平,516(+6),美浦,2021103204,05386,ヘニーヒューズ,アイアムネフライト,アグネスタキオン,0.15493034142882348,1
4,3,5,グレタ,牝6,56.0,丹内,清水英,480(+4),美浦,2019102761,01091,ガルボ,スカイグラフィティ,ジャングルポケット,-2.1141080920956927,16
5,3,6,エリーズダイヤ,牝5,56.0,松岡,戸田,494(0),美浦,2020102734,01085,ハーツクライ,ローズカットダイヤ,フレンチデピュティ,-1.8689801425099952,15
6,4,7,アシャカトベ,牡3,57.0,横山武,小笠,532(0),美浦,2022107163,01170,ミスターメロディ,ドリームプレイ,コマンダーインチーフ,-0.8668227119552827,7
7,4,8,アンズアメ,牝3,55.0,坂井,高柳大,480(+4),栗東,2022106689,01163,ドレフォン,ホウライマツリ,エンパイアメーカー,-0.5767499000685422,4
8,5,9,ワークソング,牡4,58.0,マーカンド,牧浦,482(-4),栗東,2021102462,05626,モーニン,ハッピーラン,フレンチデピュティ,-1.054808218201869,9
9,5,10,カンパニョーラ,牝6,56.0,吉田豊,伊坂,464(0),美浦,2019104385,00733,ジャスタウェイ,エミレーツガール,Lizard Island,0.1279988026293053,2
10,6,11,カウスリップ,牝3,55.0,横山和,中舘,542(+6),美浦,2022100627,01140,ロードカナロア,キープセイク,Sea The Stars Sea the Stars,-0.9285056699198863,8
11,6,12,ジャスパーノワール,牡4,58.0,団野,森秀,516(+4),栗東,2021110132,01180,Frosted,Funny Bay,Medaglia d'Oro,-1.5627731561873273,13
12,7,13,カフジエニアゴン,牝6,56.0,西村淳,杉山佳,512(-2),栗東,2019102753,01171,トランセンド,カフジティアラ,カネヒキリ,-1.1607813875522817,10
13,7,14,メイショウコバト,牝5,56.0,柴田善,和田勇,466(-6),美浦,2020106908,00641,ダノンレジェンド,メイショウサワヤカ,メイショウサムソン,-0.22158571609079372,3
14,8,15,コブラ,牡6,58.0,菅原明,菊沢,492(+6),美浦,2019102654,01179,ダノンレジェンド,インマイラヴ,ダンスインザダーク,-1.7385863350717503,14
15,8,16,ムーム,牝4,56.0,川又,杉山佳,472(-6),栗東,2021103061,01166,キンシャサノキセキ,エイシンスイーツ,シンボリクリスエス,-1.234857400901303,11
