,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ハヤテノツバサ,牡3,55.0,△吉村,杉山佳,栗東,2022100194,01216,マジェスティックウォリアー Majestic Warrior(米) ,フジインザスカイ ,ディープスカイ ,-0.9188976829713111,4
1,1,2,ホウショウマリス,牝3,55.0,武豊,河内,栗東,2022103047,00666,ドレフォン Drefong(米) ,アグネスダリム ,ゴールドアリュール ,0.41002354430401594,2
2,2,3,エルピーゾ,牝3,55.0,水口,安達,栗東,2022104021,01133,エスポワールシチー ,ボナデア ,ルーラーシップ ,-3.0705703356216003,12
3,2,4,サマーブライド,牝3,55.0,北村友,的場,美浦,2022104090,01102,コパノリッキー ,サクラステラーノ ,サクラプレジデント ,-1.5627999989624484,5
4,3,5,ジョーブラック,牡3,57.0,和田竜,清水久,栗東,2022100998,01018,キタサンブラック ,ジョーマンデリン ,ジョーカプチーノ ,-0.2357640964505923,3
5,3,6,ゴッドテソロ,牡3,57.0,松山,角田,栗東,2022103198,01126,フィエールマン ,アプローズ ,Acclamation ,-5.039847035105371,16
6,4,7,メイショウサトノヒ,牡3,56.0,☆田口,長谷川,栗東,2022103634,01208,ニューイヤーズデイ ,マンボビーン ,スズカマンボ ,-2.836184431187071,11
7,4,8,シンギタイ,牡3,56.0,☆高杉,庄野,栗東,2022100458,01213,スワーヴリチャード ,クーレクー ,ヘニーヒューズ Henny Hughes(米) ,-1.7360252036136128,6
8,5,9,ヒカリスペクトル,牡3,57.0,長岡,松永康,美浦,2022106429,01142,リアルインパクト ,シゲルアサツキ ,ハードスパン Hard Spun(米) ,-4.820816518762157,14
9,5,10,コンパクトファイト,牡3,54.0,▲鷲頭,天間,美浦,2022104110,01202,ディスクリートキャット Discreet Cat(米) ,デストリアー ,ディープスカイ ,-4.859345765743707,15
10,6,11,フェイトライン,牡3,57.0,岩田望,斉藤崇,栗東,2022104992,01174,サトノアラジン ,フェイトカラー ,サクラバクシンオー ,1.1401798476705574,1
11,6,12,レッドアーネスト,牡3,57.0,西村淳,庄野,栗東,2022100467,01171,スワーヴリチャード ,レッドシャーロット ,ロードカナロア ,-1.9646825721161472,8
12,7,13,ジャコエンペラー,牡3,57.0,城戸,荒川,栗東,2022101979,01147,シルバーステート ,パラディドル ,キングカメハメハ ,-1.8416865871683323,7
13,7,14,ピースシャイニー,牡3,57.0,川須,河嶋,栗東,2022106509,01128,アジアエクスプレス ,ラペーシュ ,バゴ Bago(仏) ,-4.581684128979698,13
14,8,15,アスターディンブラ,牡3,57.0,角田和,中竹,栗東,2022103983,01186,キンシャサノキセキ ,アスタービーナス ,ディープインパクト ,-2.0076489357993927,9
15,8,16,テイエムパイロット,牡3,57.0,酒井,木原,栗東,2022103775,01034,パイロ Pyro(米) ,ピンクドッグウッド ,サウスヴィグラス ,-2.4793918145676845,10
