,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,パンキー,牡3,57.0,横山和,茶木,440(0),8.0,5,栗東,2023102310,1140,ウインブライト,カルトマリーヌ,クロフネ,0.083115580584548,4,-1.0410445700770463,14,-0.4915434331625264,14,0.2040945460401526,5,0.0668683195723451,0.0993628415967508
1,1,2,タイセイネクサス,セ3,57.0,黛,古賀慎,428(-2),128.6,14,美浦,2023105374,1109,キズナ,グレイトペイジ,Roderic O'Connor,0.0133418063910307,12,-1.3265198326253802,16,-0.2188037065387844,10,-0.9780883405911897,11,0.0205024095723102,0.0061812032097512
2,2,3,マコトアディントン,牡3,57.0,丹内,前川,434(+2),12.1,4,栗東,2023102128,1091,オルフェーヴル,マコトブリジャール,ストーミングホーム,0.0613459288133381,6,-0.3958468189290334,7,-0.2946148938468539,11,0.0443751893500947,7,0.0569974169015517,0.0656944407251245
3,2,4,ヤクジョ,牡3,54.0,▲小林美,松永康,452(0),16.0,8,美浦,2023102802,1206,リアルスティール,チビラーサン,ケープブランコ,0.0594058826510458,7,-0.3517700752528195,5,-0.0563888170129972,6,0.2373630134222393,4,0.0691303445037161,0.0496814207983754
4,3,5,ティラユール,牡3,54.0,▲大久保,北出,426(-2),170.1,15,栗東,2023100622,1194,グァンチャーレ,ビエンナーレ,ステイゴールド,0.0140254145576273,11,0.5812514218611149,2,-0.0495126915664097,5,-0.8468490560998383,8,0.0233776795986526,0.004673149516602
5,3,6,エイシンインアウト,牡3,57.0,横山琉,中尾,488(0),4.9,3,栗東,2023105521,1192,サトノダイヤモンド,トピカ,Whipper,0.1264711708762102,3,-0.7722953747405016,12,-0.184093319642545,9,0.5091172542797879,3,0.090717294247521,0.1622250475048993
6,4,7,ウインカトリーヌ,牝3,55.0,岩田康,西園翔,500(-4),25.0,10,栗東,2023105857,5203,ベンバトル,ウインシャトレーヌ,ダイワメジャー,0.0250671983214351,10,-0.41088856713136,8,-0.6488282747908645,15,-1.0896396817747454,12,0.0183382873319099,0.0317961093109602
7,4,8,ゴコウコイコイ,牝3,55.0,国分恭,栗田,426(+4),7.4,4,美浦,2023104486,1124,ゴールドシップ,シュピールカルテ,ロージズインメイ,0.064531411391589,5,-1.2139302562556489,15,-0.4285954434591208,13,-0.9239239842507342,10,0.0216435345704744,0.1074192882127036
8,5,9,リトルコリンズ,牡3,57.0,原田和,小手川,426(-6),99.7,13,美浦,2023104846,1143,ダノンスマッシュ,ハンナリト,ネオユニヴァース,0.0046393043514305,16,-0.13282252695695,4,-0.1147038953664818,7,-3.7319201570993914,16,0.0013056625366223,0.0079729461662387
9,5,10,ルナティックブルー,牝3,55.0,小沢,今野,432(+2),24.3,9,栗東,2023106517,1185,リオンディーズ,オーシャンティ,ダノンシャンティ,0.0278559102832013,9,-0.3692684271100422,6,-0.4128015457551079,12,-0.8631463723127716,9,0.0229997739501884,0.0327120466162142
10,6,11,アルタティール,牡3,56.0,☆長浜,手塚久,418(0),92.9,12,美浦,2023104926,1214,コントレイル,シムシマー,Poet's Voice,0.0102059540744617,13,0.0427262509694571,3,-0.0394271354978519,4,-1.5258501380141534,13,0.0118553663537243,0.0085565417951992
11,6,12,ショウナンマルチ,牡3,57.0,池添,大竹,508(-4),4.7,1,美浦,2023103888,1032,グレーターロンドン,エンブレマータ,ウォーエンブレム,0.3044483023098607,1,0.660582573068146,1,0.196640030276591,1,2.087617381995221,1,0.4397683636039753,0.1691282410157462
12,7,13,テンレディーゴー,牡3,57.0,佐々木,菊川,488(+2),70.3,11,美浦,2023102915,1197,デクラレーションオブウォー,タッシーエルモ,エピファネイア,0.0063844379927203,14,-0.6094578192667941,10,-0.0235242944726485,3,-3.619111014386232,15,0.0014615824893667,0.011307293496074
13,7,14,デルマノリクラ,牡3,54.0,▲遠藤,勢司,486(+2),197.1,16,美浦,2023101366,1218,レッドファルクス,デルマトモエゴゼン,キングカメハメハ,0.0049803331734915,15,-0.6492084433767444,11,-0.1160171275455839,8,-2.2189988163700765,14,0.0059276742984087,0.0040329920485743
14,8,15,ファーザーアウェイ,牡3,57.0,鮫島駿,尾関,462(-2),15.9,7,美浦,2023104371,1157,エピファネイア,アフランシール,ハーツクライ,0.0541136162769991,8,-0.5532589648955627,9,-0.922994469134677,16,0.0658274545571611,6,0.0582333499895952,0.0499938825644029
15,8,16,ギオンバヤシ,牡3,57.0,武豊,鈴木孝,432(0),4.2,2,栗東,2023102695,666,ミッキーアイル,ウスベニノキミ,エイシンフラッシュ,0.14006774795101,2,-0.9270449572789508,13,-0.0085423163958041,2,0.5108315124332238,2,0.0908729404796375,0.1892625554223826
