,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,アルマデオロ,牡4,56.0,武豊,清水久,496(+4),1.8,1,栗東,2022102199,666,レイデオロ,シュガーハート,サクラバクシンオー,0.2683486764600203,1,0.5098282027810748,1,0.0206219021677231,2,0.5364910516481792,3,0.1011379910014083,0.4355593619186324,79.1,52.6,60.9,2
1,2,2,アメジストブラック,牡7,56.0,舟山,小椋,528(-2),38.7,11,栗東,2019105051,1221,エピファネイア,アメジストリング,フジキセキ,0.0548932227865552,8,-0.3356495755440332,9,0.0255189818892045,9,0.4145551998936581,5,0.0895278706001509,0.0202585749729596,45.9,44.7,45.2,10
2,3,3,リアルファインド,牡5,56.0,吉田隼,小笠,524(+20),22.2,8,美浦,2021105784,1095,リアルスティール,マトリョーシカ,クロフネ,0.1080688846045118,3,-0.0817876751690371,8,0.0564189846725816,7,1.1175191450912263,2,0.180822145269675,0.0353156239393485,46.0,45.1,45.4,7
3,4,4,ゴールデンパゴーダ,牝3,52.0,佐々木,上原佑,402(+2),11.3,5,美浦,2023101116,1197,バゴ,カリビアンゴールド,ステイゴールド,0.1994722000625155,2,-0.1141239801840516,3,-0.1004735027435387,6,1.7177735516926491,1,0.3295632628282577,0.0693811372967733,47.7,46.1,49.0,3
4,5,5,リギーロ,牡4,56.0,丹内,栗田,480(-6),13.2,6,美浦,2022106624,1091,キズナ,エディン,ジャングルポケット,0.0388402628053142,9,-0.3192442101190219,5,-0.1490848975433689,10,-1.1738553673816583,9,0.0182860671671785,0.0593944584434498,46.1,43.1,45.3,8
5,6,6,ジュンツバメガエシ,牡6,57.0,岩田康,友道,514(+2),16.0,7,栗東,2020103208,5203,ジャスタウェイ,アドマイヤテレサ,エリシオ,0.0698066014760379,6,0.0694863162395125,4,0.0926337375615568,4,0.4266004243479644,4,0.0906127747362298,0.0490004282158461,46.5,52.0,46.0,4
6,6,7,アスクデッドヒート,牡4,55.0,古川奈,矢作,480(+6),7.6,3,栗東,2022105839,1190,ルーラーシップ,フェイブルネージュ,ディープインパクト,0.0847517119132371,4,-0.0368335223403893,6,0.0727960609449493,3,0.1148680063622339,6,0.0663446275825875,0.1031587962438866,46.0,52.2,45.7,6
7,7,8,ラーシャローム,牡4,56.0,横山武,奥村武,478(+6),9.1,4,美浦,2022103406,1170,トーセンラー,アンジェリカス,ハービンジャー,0.07205727156474,5,0.3428729374503314,2,-0.2064433935035978,1,-0.020242627811924,7,0.0579599440686516,0.0861545990608284,54.7,78.0,76.7,1
8,7,9,ブリヤディアマンテ,牡4,54.0,横山和,小島,498(+10),65.6,10,美浦,2022104856,1140,サトノダイヤモンド,スパークオンアイス,シンボリクリスエス,0.0136226699934718,11,-0.4652798318766789,11,-0.2338297023758226,11,-1.3525331373983307,11,0.0152940160318592,0.0119513239550844,45.9,42.2,45.0,11
9,8,10,ライフセービング,牡5,55.0,古川吉,宮,462(-6),29.4,9,栗東,2021105285,1015,ビーチパトロール,レインダンス,ダンスインザダーク,0.0308525377951115,10,-0.5374773867758416,10,-0.2991117053725026,8,-0.523556573744667,8,0.035038175880919,0.026666899709304,45.9,44.9,45.2,9
10,8,11,バースライト,牡4,56.0,浜中,武幸,516(+10),7.6,2,栗東,2022104692,1115,モーリス,エリティエール,ディープインパクト,0.0592859605384842,7,-0.0620610847256563,7,-0.1343930753147427,5,-1.3447753719257576,10,0.0154131248330819,0.1031587962438866,46.0,49.2,45.7,5
