,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ソワンドヴィクター,牝3,55.0,丸田,高橋文,406(-4),美浦,2023102783,01117,アメリカンペイトリオット,トーセンウィズダム,トーセンロレンス,-1.5850816736998734,7
1,1,2,ダノンルミエール,牝3,55.0,吉田隼,久保田,468(+10),美浦,2023107103,01095,ダノンスマッシュ,ダノンポピー,ダイワメジャー,-1.9676855662219561,9
2,2,3,エクスペクタント,牡3,54.0,▲和田陽,西園翔,466(+12),栗東,2023105579,01223,ミッキーアイル,レインボークォーツ,Mr. Greeley,-2.8462903782474984,14
3,2,4,ブルーエ,牝3,55.0,杉原,田村,450(-6),美浦,2023105952,01135,トーセンレーヴ,トーセンロザリオ,Galileo,-1.9145001967853574,8
4,3,5,アイリーノリチャン,牝3,55.0,丹内,尾形,430(0),美浦,2023106065,01091,ロードカナロア,アイリーグレイ,クロフネ,-1.5348065941440165,5
5,3,6,デンプシー,牡3,55.0,△舟山,上原佑,448(+4),美浦,2023106190,01221,ビッグアーサー,フラミンゴ,マルカシェンク,-1.5133072290353433,4
6,4,7,チェリーブルーム,牝3,52.0,▲遠藤,蛯名利,446(-14),美浦,2023101675,01218,ミスターメロディ,チェリーシェル,サクラバクシンオー,-2.915208680271603,15
7,4,8,ティスマイル,牝3,55.0,黛,伊藤圭,424(-14),美浦,2023101205,01109,ウインブライト,ティファイファイ,スターリングローズ,-2.610661840111624,12
8,5,9,カゼノオモイデ,牝3,55.0,丸山,佐藤吉,428(0),美浦,2023100890,01127,イスラボニータ,オモイデヲノセテ,アドマイヤムーン,-2.1399011183112093,10
9,5,10,サプーズ,牝3,52.0,▲石田,伊藤大,462(-4),美浦,2023103700,01203,サトノダイヤモンド,ソワー,Flatter,-2.652220275737147,13
10,6,11,サンタクローチェ,牝3,55.0,国分恭,西村,446(-10),栗東,2023102480,01124,フィレンツェファイア,ヘーザ,フレンチデピュティ,-3.157738431666978,16
11,6,12,スリジェダムール,牝3,55.0,富田,藤野,406(0),栗東,2023102318,01168,シルバーステート,レジュールダムール,Kingmambo,-0.995996013599663,3
12,7,13,セレブトーチ,牝3,55.0,中井,坂口,502(+2),栗東,2023105833,01141,ダノンスマッシュ,キープセイク,Sea The Stars  Sea the Stars,-2.385688089029311,11
13,7,14,グロリアスニケ,牝3,55.0,松若,千田,426(0),栗東,2023102113,01154,グロリアスノア,サヤネエ,ファルブラヴ,-0.8405543862887139,1
14,8,15,チョコブラウニー,牝3,53.0,◇永島,天間,430(0),美浦,2023102387,01187,イスラボニータ,タニノハイクレア,クロフネ,-0.914470113893862,2
15,8,16,アーリマックス,牝3,52.0,▲石神道,清水英,394(0),美浦,2023101779,01209,モズアスコット,グッドジュエリー,ハーツクライ,-1.563245721684873,6
