,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,アスパラゴ,牝3,55.0,大野,田村,472(-4),美浦,2023100332,01096,カリフォルニアクローム,アルスノヴァ,ダンスインザダーク,-1.650508904379231,12
1,1,2,アスコットヴェール,牝3,55.0,横山武,竹内,478(+4),美浦,2023109067,01170,モズアスコット,アースグリーン,Street Cry,1.194973143461675,1
2,2,3,メイショウオタモイ,牝3,55.0,柴田大,高柳瑞,448(+2),美浦,2023101063,01009,リオンディーズ,メイショウサリー,ヨハネスブルグ,-1.2251044991739661,6
3,2,4,パレホ,牝3,55.0,吉田豊,中川,504(0),美浦,2023100985,00733,スワーヴリチャード,スターライラック,シニスターミニスター,-0.7850877733485876,5
4,3,5,コウソクユノ,牝3,55.0,原,中舘,428(+2),美浦,2023106929,01184,ブリックスアンドモルタル,エルディアマンテ,キングカメハメハ,-1.8293297861914777,13
5,3,6,ロット,牝3,55.0,嶋田,本間,420(-4),美浦,2023106586,01134,ダノンバラード,オクリモノ,ゴールドアリュール,-2.1782019473051486,15
6,4,7,バオシェテンシ,牝3,52.0,▲水沼,加藤和,430(+2),美浦,2023107456,01201,サンダースノー,ベルフロレゾン,クロフネ,-1.4157478911067962,9
7,4,8,ジェムシリカ,牝3,55.0,小林脩,千葉,450(0),美浦,2023106130,01183,ダンカーク,カブリオレ,Dansili,-2.278029936324765,16
8,5,9,マイトリックスター,牝3,55.0,岩田康,和田勇,430(-2),美浦,2023101731,05203,ダノンレジェンド,トリンカファイブ,ステイゴールド,-1.9328694546758647,14
9,5,10,ジーティーフクフク,牝3,52.0,▲上里,西田,452(+4),美浦,2023106330,01217,リオンディーズ,クイーンキセキ,フジキセキ,-1.4124574189779144,7
10,6,11,キタノローズ,牝3,55.0,佐々木,室井,470(0),美浦,2023100693,01197,サンダースノー,アリュージョン,アドマイヤムーン,-1.4154098076132642,8
11,6,12,カスターニエ,牝3,52.0,▲佐藤,伊藤圭,422(-2),美浦,2023101260,01207,オルフェーヴル,クリノリーソクツモ,プリサイスエンド,-1.5812697833213847,11
12,7,13,ライヴマルガリータ,牝3,55.0,石橋脩,牧,458(-4),美浦,2023101046,01077,モズアスコット,ライトフェアリー,サムライハート,-1.5328340333759634,10
13,7,14,グラスベリー,牝3,55.0,木幡巧,佐藤吉,458(-2),美浦,2023106349,01162,シニスターミニスター,グラスエトワール,ヴァーミリアン,-0.4923606891379325,3
14,8,15,ビーチイン,牝3,55.0,横山和,和田勇,420(-6),美浦,2023105830,01140,ダノンプレミアム,アグアアスール,ロードカナロア,-0.5237277097288752,4
15,8,16,モーリア,牝3,55.0,津村,伊藤大,462(+12),美浦,2023103602,01092,モーリス,レッドフィオナ,ステイゴールド,-0.4492709146249357,2
