,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,プレヒティヒ,牝3,52.0,▲石田,伊藤圭,410(+4),美浦,2023100202,01203,ダノンプレミアム,カルディア,ゼンノロブロイ,-3.529700075459653,18
1,1,2,リュウセイコウテイ,牡3,54.0,▲舟山,奥平,450(-4),美浦,2023106437,01221,ウインブライト,ケイティラブ,スキャン,-2.7342353178913528,13
2,2,3,シャンドラファール,牡3,57.0,亀田,斉藤崇,520(+8),栗東,2023107221,01176,ドレフォン,ベルディーヴァ,ダイワメジャー,-1.4418973078430772,7
3,2,4,グリッタードール,牝3,55.0,菱田,大橋,468(+10),栗東,2023103042,01144,サトノダイヤモンド,アサケゴマ,クロフネ,-2.7791733442045956,14
4,3,5,セイウンプーパ,牝3,52.0,▲古川奈,奥平,422(+2),美浦,2023105570,01190,キタサンブラック,ターフグロッカ,Soldier Hollow,-3.528815501876585,17
5,3,6,コスモファーブロス,牝3,55.0,小崎,吉田,412(-2),栗東,2023106420,01152,シスキン,アクロアイト,ハーツクライ,-0.6311869812464612,1
6,4,7,スッサンエア,牝3,52.0,▲森田,河嶋,426(-2),栗東,2023102151,01222,イスラボニータ,ベネディーレ,クロフネ,-0.673719987609107,3
7,4,8,ダブルチャレンジ,牝3,52.0,▲小林美,深山,438(-2),美浦,2023104875,01206,シャンハイボビー,ペプチドサクラ,キズナ,-1.5501440619303006,8
8,5,9,メモリーデイズ,牝3,55.0,西塚,畑端,442(-6),栗東,2023100628,01200,フィレンツェファイア,メモリーレーン,ダイワメジャー,-1.1006109501304924,6
9,5,10,ブレッティレディ,牝3,55.0,横山琉,高橋一,442(-2),栗東,2023101092,01192,シュヴァルグラン,ディアボレット,ディープブリランテ,-2.9975816961272312,15
10,6,11,メローネ,牝3,55.0,斎藤,西園翔,402(-4),栗東,2023104079,01178,ビッグアーサー,レスプロンディール,オルフェーヴル,-2.584746560026519,12
11,6,12,カテドラルクォーツ,牡3,57.0,吉田隼,菊沢,484(+12),美浦,2023103668,01095,ブリックスアンドモルタル,レディトリス,エンパイアメーカー,-2.268199636532005,11
12,7,13,ヒッグスボソン,牡3,57.0,丹内,高橋忠,428(-8),栗東,2023101122,01091,ファインニードル,サマーエモーション,Dubawi,-0.7709057851236499,4
13,7,14,ヒャクレツケン,牡3,53.0,★河原田,青木,462(+6),美浦,2023106687,01204,タリスマニック,ペスカネラ,ブラックタイド,-0.6495107796456566,2
14,7,15,ウインドトリック,牡3,57.0,国分恭,鈴木孝,462(-8),栗東,2023102363,01124,エイシンヒカリ,ウィズアットレース,ローレルゲレイロ,-1.7266683008486157,9
15,8,16,ケープティアラ,牝3,52.0,▲和田陽,栗田,380(0),美浦,2023100300,01223,サトノクラウン,ケープタウンシチー,シンボリクリスエス,-0.9098412476625121,5
16,8,17,プレシャスフェザー,牝3,55.0,丸山,牧,440(0),美浦,2023105450,01127,シルバーステート,ダンシングチコ,ダイワメジャー,-3.490408536058896,16
17,8,18,メーレスブリーゼ,牝3,55.0,武藤,水野,420(-4),美浦,2023106429,01169,ゴールドシップ,ヴォイスオブジョイ,Magician,-2.003189929910353,10
