,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,アルタティール,牡3,57.0,江田照,手塚久,428(-4),美浦,2023104926,00689,コントレイル,シムシマー,Poet's Voice,-3.5172183351383963,18
1,1,2,セットエトワール,牝3,55.0,戸崎圭,鹿戸,478(+2),美浦,2023103792,05386,シルバーステート,セブンスセンス,キングカメハメハ,-0.9921599145865578,4
2,2,3,ギルドホール,牡3,57.0,杉原,嘉藤,448(-4),美浦,2023107033,01135,レイデオロ,シャンデリアハウス,ヴァーミリアン,-1.8626955985350542,9
3,2,4,コスモアンタレス,牡3,57.0,柴田大,和田勇,462(-10),美浦,2023104023,01009,ベンバトル,スコルピオンキッス,フレンチデピュティ,-2.2523847345178822,14
4,3,5,カキュウ,牝3,55.0,柴田善,佐藤吉,428(-6),美浦,2023102689,00641,フィエールマン,チークハート,アグネスデジタル,-2.4392939038296073,15
5,3,6,イノセントホープ,牡3,57.0,菅原明,小島,490(0),美浦,2023103328,01179,エイシンフラッシュ,イノセントミューズ,ヴィクトワールピサ,-1.6107706664252381,8
6,4,7,レッドリファインド,牡3,57.0,石川,奥村武,474(-6),美浦,2023105606,01150,レイデオロ,ディエンティ,Storm Cat,-0.4129971187649999,2
7,4,8,ピエスユニーク,牝3,55.0,松山,手塚久,484(-2),美浦,2023103435,01126,エピファネイア,ジュエラー,ヴィクトワールピサ,-1.3734158400723786,6
8,5,9,フォンドルレール,牡3,57.0,田辺,戸田,428(0),美浦,2023103799,01075,ルヴァンスレーヴ,ダンスウィズキトゥン,Kitten's Joy,-1.0059327856298617,5
9,5,10,ゼータレティクル,牝3,55.0,津村,小手川,456(-2),美浦,2023106416,01092,ビーチパトロール,コスモレティクルム,ダノンシャンティ,-2.449221770700141,16
10,6,11,ホウオウライラック,牝3,55.0,丸田,高柳瑞,422(-8),美浦,2023105618,01117,レイデオロ,ホウオウマルゴー,ディープインパクト,-2.5802705156075163,17
11,6,12,セツナサ,牡3,57.0,三浦,武井,474(+8),美浦,2023107225,01122,サートゥルナーリア,ホロロジスト,Gemologist,1.1132828883488823,1
12,7,13,ピコパープル,牝3,52.0,▲上里,上原博,404(-10),美浦,2023100706,01217,キタサンブラック,ウィンディガーデン,タニノギムレット,-2.209525710589396,13
13,7,14,マイネルエトルタ,牡3,54.0,▲遠藤,和田郎,436(-2),美浦,2023104490,01218,ゴールドシップ,マイネグレヴィル,ブライアンズタイム,-2.115958417057342,12
14,7,15,ホープフルワールド,牡3,57.0,原,伊藤大,444(-6),美浦,2023105575,01184,ワールドプレミア,シングフォーホープ,アジアエクスプレス,-1.9410860991766798,10
15,8,16,イニスフェイル,牡3,57.0,岩田康,稲垣,476(0),美浦,2023107161,05203,フィエールマン,パロネラ,ロードカナロア,-0.6942171408986293,3
16,8,17,ミナヅキ,牡3,57.0,石橋脩,清水英,458(+4),美浦,2023105449,01077,ガルボ,アドリアーネ,アグネスデジタル,-1.4588614354272802,7
17,8,18,マイネルシュラハト,牡3,54.0,▲石神道,畠山,484(+2),美浦,2023106436,01209,ベンバトル,クードヴァン,ディープインパクト,-2.0736827974469314,11
