,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,オースミサイファー,牡3,57.0,幸,宮本,474(-2),40.9,10,栗東,2023105634,00732,タワーオブロンドン,ナリタスカイ,ディープインパクト,-0.5651654178370616,10,0.24897198608817536,2,-0.12292445138481273,10,-0.6494132150105657,8,0.05767056016973165,0.019284355990468943
1,1,2,カフラー,牡3,57.0,菱田,矢作,460(0),60.0,11,栗東,2023110039,01144,American Pharoah,Ononimo,Hard Spun,-0.840172001845199,14,-0.1717659530585021,7,-0.21525126310375445,13,-1.0045651246041465,14,0.040430922934380616,0.013145502666836327
2,2,3,ムーンライトダイヤ,牝3,55.0,秋山稔,河嶋,414(-2),17.9,6,栗東,2023101844,01181,インディチャンプ,ダイヤーズブルーム,ヘニーヒューズ,-0.26292511636715105,8,-0.10994658675305556,6,0.10604002461700396,6,-0.6336740815761713,7,0.05858542551957023,0.044063137430736296
3,2,4,ビッグヒーロー,牡3,57.0,川田,福永,486(-6),2.7,1,栗東,2023106188,01088,コントレイル,アンナペレンナ,Tale of Ekati,2.6006741971028373,1,-0.8721505859182883,14,-0.31693124965308356,15,-0.7158661851022853,10,0.05396274229062278,0.2921222814852517
4,3,5,オレンジフィールド,牝3,55.0,亀田,北出,456(-4),18.6,7,栗東,2023102640,01176,サトノクラウン,クィーンズロード,Quality Road,0.08134156520911943,7,0.011802519923064454,3,0.13290272604399464,5,-0.20980909699672246,3,0.08951005263866767,0.042404847312375246
5,3,6,リザレクティア,牝3,53.0,◇永島,高橋康,444(-12),165.5,14,栗東,2023102232,01187,サートゥルナーリア,フリークアウト,キンシャサノキセキ,0.1208722947989319,6,-0.23453915798034172,8,0.302494641955219,2,0.16728745718342355,1,0.1305096921219504,0.004765741148097762
6,4,7,アスクブームキセキ,牡3,57.0,西塚,藤原,462(+2),31.0,9,栗東,2023100472,01200,コントレイル,ストレイトガール,フジキセキ,-0.5604785760220341,9,-0.8328755477034578,13,0.3824367951776561,1,-0.7546401238579924,11,0.05191043927767653,0.02544290838742515
7,4,8,ララディアーブル,牡3,57.0,松山,松下,470(-6),7.4,4,栗東,2023101840,01126,ディーマジェスティ,オールブランニュー,ノボジャック,0.48286213204438677,4,-0.7234630408740917,12,-0.1254720256460522,11,-0.6188012143252031,6,0.05946327063136017,0.10658515675813238
8,5,9,サーブルディアマン,牡3,57.0,Ｍデムーロ,坂口,468(-4),30.0,8,栗東,2023103690,05212,サトノダイヤモンド,サーブルクーリール,Tale of the Cat,-0.5882585093451064,11,-0.0461279877612469,5,-0.2057876883983166,12,-0.8184655659298228,12,0.048700751930730035,0.026291005333672655
9,5,10,レインボーステート,牡3,57.0,坂井,茶木,442(0),6.6,3,栗東,2023106943,01163,シルバーステート,カイルアコナ,キンシャサノキセキ,1.337628789662081,2,0.5561730350778048,1,-0.10396770460266266,9,0.07671094935882554,2,0.11920813337486003,0.11950456969851207
10,6,11,レッドピアレス,牡3,57.0,中井,中内田,464(+4),60.0,12,栗東,2023107341,01141,コントレイル,レッドメデューサ,Mr. Greeley,-0.6707195203437557,13,-0.4583801195702022,11,-0.08198048787927179,8,-0.699809661724154,9,0.054836189823774875,0.013145502666836327
11,6,12,マーチャンシップ,牡3,57.0,吉村,杉山佳,518(+4),70.6,13,栗東,2023100138,01216,ゴールドシップ,ジャジャマーチャン,アドマイヤコジーン,-0.8542340024813695,15,-0.2464047981230363,9,0.08541737827462928,7,-0.9854987369524404,13,0.04120919038195453,0.011171815297594614
12,7,13,ミッキーラヴィータ,牝3,55.0,団野,高橋亮,442(+4),3.8,2,栗東,2023105346,01180,モーリス,レッドラヴィータ,スペシャルウィーク,1.2393882821750437,3,-1.675637596473034,16,0.20802665184998595,3,-1.5773712327492522,16,0.022800644502308363,0.20756056842373147
13,7,14,オーケーキュート,牝3,55.0,富田,笹田,424(-2),172.7,15,栗東,2023100275,01168,リアルスティール,ヴォレダンルシエル,キングカメハメハ,-0.6704012592968883,12,-0.27410845766449365,10,-0.48855687451157864,16,-0.5540387494573997,5,0.06344169445245185,0.0045670536190514175
14,8,15,シャンジュマン,牡3,54.0,▲森田,奥村豊,490(+4),254.1,16,栗東,2023103172,01222,サトノクラウン,ブルームーンピサ,クロフネ,-1.1003149724605257,16,-1.3642077823113048,15,0.15423886130185804,4,-1.3592689914601845,15,0.028357485794143322,0.00310401479736395
15,8,16,ラミエルノムスコ,牡3,57.0,岩田望,千田,480(-8),11.8,5,栗東,2023103248,01174,シルバーステート,ラミエル,ジャスタウェイ,0.24990211500669274,5,0.006996885218087312,4,-0.2731790624203021,14,-0.329626351501871,4,0.07940280415581702,0.06684153898391353
