,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,レイナデルアイレ,牝3,55.0,石川倭,矢嶋,434(-2),23.9,8,美浦,2023103559,5534,レイデオロ,マチカネハヤテ,サクラバクシンオー,-0.7275228939874552,10,-0.5290412114999646,4,-0.2223608897328137,11,-0.5867574042409133,12,0.0514902395135795,0.0329918859915809
1,2,2,サンエンジェルス,牝3,55.0,浜中,谷,412(-2),12.0,5,栗東,2023101315,1115,カリフォルニアクローム,ディーズハイエンド,ダイワメジャー,-0.0837581659986198,6,-0.9647084810883402,9,0.1113982560860094,2,-0.273562855532821,8,0.070427711460137,0.0657088395998988
2,3,3,アロハ,牝3,55.0,丹内,橋田,452(-2),5.5,4,栗東,2023106115,1091,エピファネイア,ヤマノフェアリー,ディープインパクト,1.06817278505229,3,0.0307015293003465,2,-0.0488575105793277,7,-0.0831423465545726,4,0.0852005017911932,0.1433647409452337
3,3,4,エアヴァイブス,牝3,55.0,武豊,福永,426(-2),4.2,3,栗東,2023106910,666,コントレイル,エアジーン,ハービンジャー,1.2741302805561816,2,-1.523433364364175,11,-0.2103297766774759,10,-0.4789536607443822,11,0.0573513285637375,0.1877395417139965
4,4,5,スパークルレイ,牝3,55.0,松本,的場,474(-10),122.2,13,美浦,2023100777,1191,ディープブリランテ,スカーゲン,Dashing Blade,-0.8011757383018389,11,-0.9207635263043724,8,-0.6293655365751759,14,-0.24982134342439,7,0.0721197784607531,0.0064525865400882
5,4,6,ペカリーナ,牝3,52.0,▲小林美,竹内,464(+4),5.4,2,美浦,2023106578,1206,ルーラーシップ,ベッキー,ブラックタイド,1.062222912010959,4,-1.035494185917285,10,-0.1916624440499585,9,-0.1205991465914206,5,0.0820681929786246,0.1460196435553306
6,5,7,ビップジョワ,牝3,52.0,▲遠藤,高柳瑞,420(0),54.8,9,美浦,2023102511,1218,サトノダイヤモンド,ダイリュウキセキ,ファスリエフ,-0.5052366989982126,9,-0.166489071675832,3,-0.0849617158008126,8,-0.0516184180536053,3,0.0879291390372665,0.0143887969926785
7,5,8,サンセリテ,牝3,54.0,☆舟山,鹿戸,446(+6),7.6,6,美浦,2023107068,1221,コントレイル,スウィートリーズン,ストリートセンス,0.3538002055753121,5,-2.585037022765912,14,-0.2437658545763357,12,-0.31610234800313,9,0.0674945815914613,0.1037507993682612
8,6,9,イノリ,牝3,52.0,▲和田陽,高橋康,424(+16),62.2,12,栗東,2023106508,1223,キセキ,メイユーブルーム,ダンスインザダーク,-0.842189374708863,12,-1.780876655957641,12,-0.4815320234317435,13,-0.3913114823287016,10,0.0626045643014478,0.0126769465466042
9,6,10,フローズンクイーン,牝3,55.0,鮫島駿,藤岡健,416(0),77.2,10,栗東,2023105785,1157,ダノンプレミアム,アドマイヤシャイ,キンシャサノキセキ,-0.4866749967401304,7,-0.6735389012908151,5,-0.0090981877937941,5,0.010811069390107,2,0.0935934815342736,0.0102138092642329
10,7,11,フレッチャアズーラ,牝3,55.0,横山和,四位,474(0),3.3,1,栗東,2023103394,1140,イスラボニータ,コッパ,Yesbyjimminy,2.113693123285165,1,0.1168046937861951,1,0.1394199501542853,1,-0.2306667379610682,6,0.0735145195773548,0.2389412349087229
11,7,12,イヌボウノシオカゼ,牝3,55.0,横山琉,大和田,436(+2),118.5,14,美浦,2023102495,1192,ベンバトル,ロビンザフィリー,ディープインパクト,-1.0749985622303415,14,-2.244388045946827,13,0.0003962030811992,4,-0.6171812958336128,14,0.0499472962303449,0.0066540597063188
12,8,13,カスタニッチャ,牝3,55.0,小沢,高柳大,434(+6),101.5,11,栗東,2023105775,1185,ミッキーアイル,ヒーリング,バトルプラン,-0.4917591792879015,8,-0.8346393260133911,7,-0.0385457960271164,6,0.032345411484064,1,0.0956308131513821,0.0077685327605791
13,8,14,ロジマギー,牝3,55.0,佐々木,宮田,466(+6),33.8,7,美浦,2023107361,1197,ハービンジャー,ロジマギーゴー,ハーツクライ,-0.8587036962265426,13,-0.7071955114861778,6,0.0586673251942633,3,-0.6036478140817405,13,0.0506278518084436,0.0233285821064729
