,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,コスモバルムンク,牡2,55.0,菊沢,小手川,432(-4),10.7,5,美浦,2024103610,01161,ダノンバラード,ナーゲルリング,レッドスパーダ,-0.6659855523966673,8,-0.03203800509407621,10,-0.5124955887068106,4,-0.8319990815717692,10,0.044196951287445115,0.07381941657296885
1,2,2,フルーツバスケット,牡2,55.0,吉田豊,前川,458(+2),3.3,2,栗東,2024104561,00733,モーリス,オーソレミオ,ディープインパクト,1.8105219811449895,1,-0.011893466325825608,7,-0.8210041832565871,9,0.5916883428828633,1,0.18352359379377473,0.2393538658578081
2,3,3,ソラニワラエバ,牡2,53.0,◇今村,武井,468(+10),6.4,4,美浦,2024101481,01193,オルフェーヴル,ニンフ,Galileo,-0.01416928482155318,4,0.013388182484960662,2,-0.7979413561488276,7,-0.30531699996284145,7,0.07483890670863971,0.12341683708293229
3,4,4,コルサロ,牡2,55.0,杉原,中竹,440(+2),18.0,7,栗東,2024104709,01135,カレンブラックヒル,フェレッティ,ルーラーシップ,-0.24744050232076964,6,-0.00563505039905348,5,-0.8183564969943032,8,0.2129108755710915,3,0.12565823090508088,0.04388154207393148
4,5,5,トリプティーク,牝2,55.0,柴田大,和田雄,440(+2),63.3,8,美浦,2024101755,01009,イスラボニータ,ツバキエンジェル,フォーティナイナーズサン,-1.1081248459920618,10,0.009486917569664736,4,-0.4533531243572459,3,-0.6866684782351529,9,0.05111031902266463,0.012478163622918906
5,6,6,ローグアン,牡2,55.0,石川,浅利,474(+4),101.5,10,美浦,2024100263,01150,アドマイヤマーズ,グレイスアン,ディープブリランテ,-1.0185848443871033,9,-0.022278230877449363,8,-0.6771488380431469,6,-0.41851751319391645,8,0.0668290174834186,0.007781948348086372
6,7,7,ノシェリー,牡2,55.0,原,鈴木慎,466(-4),5.8,3,美浦,2024106085,01184,ロゴタイプ,レイヨンヴェール,ゴールドアリュール,0.2888159494925134,3,-0.009209579509874109,6,-0.20516355539066367,2,-0.02180967903579672,4,0.09936949883863276,0.1361840960915115
7,7,8,ランドジャイアンツ,牡2,55.0,大野,本間,492(-6),16.2,6,美浦,2024101058,01096,ヘンリーバローズ,エメルヴェイエ,ルーラーシップ,-0.431278268505038,7,-0.027203622673860964,9,-0.6509765984321306,5,-0.0341391111749954,5,0.09815185122282888,0.04875726897103498
8,8,9,ワンコール,牝2,55.0,石橋脩,牧,450(-2),75.0,9,美浦,2024106974,01077,ルーラーシップ,ウィズエモーション,クロフネ,-0.23459935476662858,5,0.027416954744678187,1,0.2260473871712508,1,0.45819318756389954,2,0.1605889637754658,0.010531570097743557
9,8,10,レゾルーティオ,牡2,55.0,斎藤,坂口,452(+4),2.6,1,栗東,2024106204,01178,サトノクラウン,ヴィレンスクラフト,ダイワメジャー,1.6208447225523195,2,0.011873096681202405,3,-1.2416951828017035,10,-0.05909530510043906,6,0.09573266696204882,0.3037952912810641
