,式別,馬番,配当,人気
0,単勝,10,850,5
1,複勝,10,300,6
2,複勝,4,180,3
3,複勝,7,190,2
4,枠連,4-7,2020,11
5,馬連,4-10,3410,12
6,ワイド,4-10,1220,18
7,ワイド,7-10,940,10
8,ワイド,4-7,660,6
9,馬単,10→4,6380,23
10,3連複,4-7-10,5950,21
11,3連単,10→4→7,38630,138
