,式別,馬番,配当,人気
0,単勝,13,700,3
1,複勝,13,220,3
2,複勝,7,290,5
3,複勝,6,310,6
4,枠連,5-8,1000,6
5,馬連,7-13,2610,11
6,ワイド,7-13,950,11
7,ワイド,6-13,1200,14
8,ワイド,6-7,1310,17
9,馬単,13→7,4660,18
10,3連複,6-7-13,9750,32
11,3連単,13→7→6,41870,146
