,式別,馬番,配当,人気
0,単勝,1,7430,8
1,複勝,1,1000,8
2,複勝,6,330,6
3,複勝,7,300,5
4,枠連,1-6,22430,27
5,馬連,1-6,22390,30
6,ワイド,1-6,4280,30
7,ワイド,1-7,4140,29
8,ワイド,6-7,1240,17
9,馬単,1→6,63630,63
10,3連複,1-6-7,40950,64
11,3連単,1→6→7,552450,425
