,式別,馬番,配当,人気
0,単勝,11,950,4
1,複勝,11,230,4
2,複勝,14,170,2
3,複勝,16,200,3
4,枠連,6-7,1300,6
5,馬連,11-14,1400,3
6,ワイド,11-14,570,2
7,ワイド,11-16,1050,10
8,ワイド,14-16,580,3
9,馬単,11→14,3890,11
10,3連複,11-14-16,3530,4
11,3連単,11→14→16,22430,37
