,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,グリュースゴット,セ7,58.0,木幡育,松永康,美浦,2018104392,01167,ヘニーヒューズ Henny Hughes(米) ,ラブフール ,ゼンノロブロイ ,-1.049295670039448,10
1,1,2,ミユキアイラブユー,セ6,58.0,横山琉,小島,美浦,2019105058,01192,ルーラーシップ ,アンナヴァン ,エンドスウィープ End Sweep(米) ,0.2991436194486427,3
2,2,3,アロットドリーム,牝5,56.0,吉田豊,本田,栗東,2020106611,00733,ディスクリートキャット Discreet Cat(米) ,ブロッケン ,ワイルドラッシュ Wild Rush(米) ,-1.2084038511230986,12
3,2,4,ハッピーロンドン,牡5,58.0,菊沢,菊沢,美浦,2020101639,01161,グレーターロンドン ,ハッピーベリンダ ,アグネスデジタル ,-1.392067073792367,14
4,3,5,ドンレパルス,牡6,58.0,菅原明,高木,美浦,2019100553,01179,ディスクリートキャット Discreet Cat(米) ,ドナリサ ,サウスヴィグラス ,-1.3260811989914176,13
5,3,6,フラップシグナス,牡6,58.0,三浦,千田,栗東,2019104660,01122,ローエングリン ,ウララカ ,ワイルドラッシュ Wild Rush(米) ,-2.553836437335151,16
6,4,7,アシャカタカ,牡5,58.0,津村,鈴木伸,美浦,2020102299,01092,ファインニードル ,ハートノイヤリング ,ハーツクライ ,0.48179676961342455,1
7,4,8,トーアアイギス,牝4,56.0,江田照,村田,美浦,2021105334,00689,レッドファルクス ,トーアアテナ ,タイキシャトル ,0.11691595329995594,5
8,5,9,クリダーム,牡5,58.0,荻野極,上原佑,美浦,2020106406,01160,ハーツクライ ,ブーケトウショウ ,サクラバクシンオー ,-1.1356559841130465,11
9,5,10,アイアムユウシュン,牡4,58.0,戸崎圭,奥平,美浦,2021103204,05386,ヘニーヒューズ Henny Hughes(米) ,アイアムネフライト ,アグネスタキオン ,-0.30956102646367856,7
10,6,11,エコロアゼル,牡3,55.0,丸山,森秀,栗東,2022110107,01127,Shancelot () ,Cicada's Song ,Twirling Candy ,0.2341187128340979,4
11,6,12,ルディック,牡4,58.0,北村友,高野,栗東,2021110008,01102,Into Mischief ,ミスベジル Miss Besilu(米) ,Medaglia d'Oro ,-1.902016736143521,15
12,7,13,ブレーザー,牡4,58.0,田辺,伊坂,美浦,2021100114,01075,シゲルカガ ,シゲルアンドロメダ ,Birdstone ,0.4744716215176875,2
13,7,14,レアグリフォン,牡4,58.0,杉原,稲垣,美浦,2021103556,01135,リオンディーズ ,レアドロップ ,キンシャサノキセキ ,-0.9058230793023172,9
14,8,15,オーブルクール,牝4,56.0,石橋脩,矢野,美浦,2021103095,01077,デクラレーションオブウォー ,メイショウユウゼン ,タイキシャトル ,0.0043636057252940536,6
15,8,16,ショウナンアビアス,牡5,58.0,大野,加藤士,美浦,2020104597,01096,ドレフォン Drefong(米) ,ショウナンカサロ ,キングカメハメハ ,-0.5455232825005029,8
