,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,トーセンサンダー,牡6,58.0,松岡,杉浦,美浦,2019104386,01085,トーセンファントム ,カグラグレイス ,エンパイアメーカー Empire Maker(米) ,0.6750867677635279,3
1,2,2,シュヴェルトライテ,牝6,56.0,横山和,池上,美浦,2019105760,01140,マツリダゴッホ ,シュヴァリエ ,フレンチデピュティ French Deputy(米) ,-1.0795755825623452,8
2,3,3,ポエットリー,牝4,56.0,鮫島駿,平田,栗東,2021105202,01157,ダイワメジャー ,ブギーダモーレ Bugie d'Amore(英) ,Rail Link (英) ,-1.1984049370851149,9
3,3,4,エマヌエーレ,牡5,58.0,池添,平田,栗東,2020103280,01032,ロードカナロア ,エマノン ,ハーツクライ ,-1.5674980860944312,11
4,4,5,ドゥアムール,牝3,53.0,丹内,中竹,栗東,2022106666,01091,ロードカナロア ,ルシュクル ,サクラバクシンオー ,1.1199075016078368,2
5,4,6,スピードオブライト,牝5,56.0,古川吉,相沢,美浦,2020104203,01015,ロードカナロア ,サイレントソニック ,ディープインパクト ,-2.3730761433436602,13
6,5,7,ハピネスアゲン,牝6,56.0,原田和,萱野,美浦,2019103897,01143,エイシンヒカリ ,エイシンスイーツ ,シンボリクリスエス ,-0.12460895014625861,7
7,5,8,ナムラクララ,牝3,53.0,浜中,長谷川,栗東,2022102887,01115,アドマイヤマーズ ,サンクイーンII Sun Queen(米) ,Storm Cat (米) ,1.2053945139888076,1
8,6,9,ソルトクィーン,牝4,56.0,横山武,武英,栗東,2021102013,01170,シルバーステート ,ソルトドリーム ,ストロングリターン ,-1.8397242499851123,12
9,6,10,ルーフ,牝5,56.0,藤岡佑,清水久,栗東,2020104194,01093,ダイワメジャー ,ラスエモーショネス ,Fastnet Rock (豪) ,0.12670675633217715,6
10,7,11,ゴールドサーベル,牡4,58.0,武豊,大久保,栗東,2021105039,00666,レッドファルクス ,ゴルトキルシェ ,ステイゴールド ,-1.309164804882775,10
11,7,12,レオテミス,牝4,56.0,佐々木,高柳大,栗東,2021101576,01197,デクラレーションオブウォー ,カレンステイシー ,アドマイヤジャパン ,0.5684698857694669,4
12,8,13,アバンチュリエ,セ6,58.0,吉田隼,大竹,美浦,2019105347,01095,モーリス ,パンデイア ,ディープインパクト ,-2.8198203621493474,14
13,8,14,ソノママソノママ,牝5,56.0,斎藤,奥村豊,栗東,2020101517,01178,ビッグアーサー ,ワイドロスメルタ ,グラスワンダー ,0.4592154824158849,5
