,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マルモリディライト,牝5,56.0,柴田大,畠山,美浦,2020100997,01009,ダンカーク Dunkirk(米) ,ロイヤルヴィラ ,ゼンノロブロイ ,-2.3332973014870886,10
1,2,2,フェデルミエール,牝3,50.0,▲石田,中川,美浦,2022104479,01203,ゴールドアクター ,エリーフェアリー ,アルデバランII Aldebaran(米) ,-3.5917221066778255,13
2,2,3,ミニョンマルーン,牝3,50.0,★谷原,伊藤圭,美浦,2022103151,01219,ミスターメロディ ,タイキマロン ,ファスリエフ Fasliyev(米) ,-4.915722273867515,15
3,3,4,シャーンゴッセ,セ5,55.0,▲石神道,蛯名正,美浦,2020106930,01209,イスラボニータ ,ルーシーブライド ,ブライアンズタイム Brian's Time(米) ,-1.6091366290469544,6
4,3,5,エンドレスサマー,セ3,55.0,江田照,上原佑,美浦,2022104769,00689,アルアイン ,コケレール Coquerelle(愛) ,Zamindar ,0.24534488874803692,1
5,4,6,フェールブリエ,牡4,58.0,古川吉,緒方,栗東,2021101128,01015,バンブーエール ,ラベルリュンヌ ,トーホウエンペラー ,-0.1354819998317957,2
6,4,7,ハジメテノチュウ,牡6,58.0,杉原,南田,美浦,2019104141,01135,アドマイヤムーン ,キタノリツメイ ,アイルハヴアナザー I'll Have Another(米) ,-4.750093202058123,14
7,5,8,シングンラオウ,牡3,55.0,嶋田,伊坂,美浦,2022106746,01134,エピカリス ,シングンレガシイ ,タイムパラドックス ,-0.20844642542965747,3
8,5,9,キングヴァージル,牡4,58.0,荻野極,田島,美浦,2021104878,01160,ロードカナロア ,セデュイールII Seduire(加) ,Elusive Quality ,-2.038710364659422,8
9,6,10,カツノテンス,牡5,55.0,▲遠藤,伊藤伸,美浦,2020105525,01218,シルバーステート ,コウザンティアラ ,サウスヴィグラス ,-2.62395249419875,12
10,6,11,テイエムパイロット,牡3,55.0,津村,秋山,栗東,2022103775,01092,パイロ Pyro(米) ,ピンクドッグウッド ,サウスヴィグラス ,-2.171276573432737,9
11,7,12,レジーナローズ,牝5,56.0,菊沢,鈴木慎,美浦,2020104174,01161,リオンディーズ ,ヒルノリスボン ,マンハッタンカフェ ,-1.7484881663743415,7
12,7,13,レイム,牝4,56.0,戸崎圭,高橋康,栗東,2021106942,05386,トランセンド ,ミコノキセキ ,キンシャサノキセキ ,-2.5138585131852365,11
13,8,14,オーサムデアラー,セ5,58.0,大野,上原博,美浦,2020102952,01096,マインドユアビスケッツ Mind Your Biscuits(米) ,デアリングハート ,サンデーサイレンス Sunday Silence(米) ,-0.5756313581646623,5
14,8,15,ラヴァグロウ,牝5,56.0,丸田,畠山,美浦,2020103937,01117,ホッコータルマエ ,ブロンズテーラー ,ロージズインメイ Roses in May(米) ,-0.532475394998519,4
