,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ポリトナリティー,牝4,58.0,難波,和田雄,美浦,2021100016,01066,エイシンヒカリ ,ポリリズム ,バチアー Bachir(愛) 
1,2,2,グローリーアテイン,セ4,60.0,金子,金成,美浦,2021104950,01052,ヴィクトワールピサ ,アンナミルト ,マンハッタンカフェ 
2,3,3,ケイアイシェルビー,牡7,60.0,黒岩,平田,栗東,2018101739,01072,ディープインパクト ,ケイアイガーベラ ,Smarty Jones (米) 
3,4,4,フォルガイル,牡4,60.0,五十嵐,加藤和,美浦,2021101164,01069,レイデオロ ,アディクション ,ハーツクライ 
4,5,5,リードアクトレス,牝4,58.0,草野,安達,栗東,2021102654,01113,マジェスティックウォリアー Majestic Warrior(米) ,ブラウンテヌート ,シンボリクリスエス 
5,5,6,ミラキュラスドラマ,牡4,60.0,小野寺,宮地,栗東,2021104923,01123,エピファネイア ,メルヴェイユドール ,フジキセキ 
6,6,7,ラズルダズル,牡8,60.0,小牧加,茶木,栗東,2017105602,01196,ルーラーシップ ,ラシンティランテ ,アグネスタキオン 
7,6,8,ゴイゴイスー,牡7,60.0,田村,中尾,栗東,2018103388,01105,ホッコータルマエ ,ミヤジガンバレ ,ファスリエフ Fasliyev(米) 
8,7,9,シルバースペード,牡5,60.0,上野,小野,美浦,2020104745,01087,シルバーステート ,サトノベリーニ ,キングカメハメハ 
9,7,10,カシノインディード,牡5,57.0,▲水沼,天間,美浦,2020104175,01201,リアルインパクト ,ボラボラ ,ジャングルポケット 
10,8,11,ゲインサポート,セ4,60.0,森一,斉藤崇,栗東,2021104590,01139,デクラレーションオブウォー ,ローザミスティカ ,アグネスタキオン 
11,8,12,ダノンジャッカル,牡6,60.0,西谷誠,中内田,栗東,2019103005,01005,ディープインパクト ,インディアナギャル Indiana Gal(愛) ,Intikhab 
