,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オレノアイバ,牡5,56.0,◇永島,高橋康,栗東,2020105472,01187,ダンカーク Dunkirk(米) ,イシュトリルトン ,ムーンバラッド Moon Ballad(愛) ,-0.86552246746434,4
1,1,2,フェイトライン,牡3,54.0,☆吉村,斉藤崇,栗東,2022104992,01216,サトノアラジン ,フェイトカラー ,サクラバクシンオー ,-3.2362195180268505,11
2,2,3,インヴォーグ,牝3,53.0,川田,福永,栗東,2022104145,01088,ロードカナロア ,トレンドハンター ,マンハッタンカフェ ,-2.1235435224407686,7
3,2,4,ルクスマーベリック,セ4,58.0,岩田康,松永幹,栗東,2021104105,05203,エピファネイア ,サトノアイリ ,ステイゴールド ,-0.6193943269413897,3
4,3,5,エレガンシア,牝3,53.0,松山,高柳大,栗東,2022103705,01126,ルーラーシップ ,ステラリード ,スペシャルウィーク ,-3.23497996392024,10
5,3,6,ダンツアトム,牡3,51.0,★河原田,本田,栗東,2022103175,01204,ロジャーバローズ ,サンフラワーガール ,タイキシャトル ,-2.571636836398337,9
6,4,7,ベルノレイズ,牡4,58.0,幸,小林,栗東,2021104194,00732,シャンハイボビー Shanghai Bobby(米) ,ドナジュディス ,マンハッタンカフェ ,-1.5992497948811857,5
7,4,8,アンジョルラス,セ4,58.0,国分優,藤野,栗東,2021106682,01125,キズナ ,ラビルキン La Birkin(亜) ,Indygo Shiner ,0.2780036093651461,1
8,5,9,オーサムユニバンス,牡4,58.0,和田竜,平田,栗東,2021105687,01018,レイデオロ ,ハッピーユニバンス ,ジャングルポケット ,-3.854711238336797,14
9,5,10,シンドリームシン,牡4,58.0,団野,武幸,栗東,2021105382,01180,キズナ ,アルビアーノ ,Harlan's Holiday ,-2.4061138597301497,8
10,6,11,ヴォラヴィア,牡3,55.0,秋山稔,杉山佳,栗東,2022107149,01181,エイシンフラッシュ ,パリュール ,リンカーン ,-2.0352221604829865,6
11,6,12,ルージュクレセント,牝5,55.0,☆西塚,宮地,栗東,2020104570,01200,ドゥラメンテ ,プレザントケイプ Pleasant Cape(英) ,Cape Cross ,-3.7076112982322016,13
12,7,13,コンバットペスカ,牝4,56.0,田口,角田,栗東,2021103236,01208,デクラレーションオブウォー ,シンメイスバル ,アドマイヤムーン ,-4.192492255044863,16
13,7,14,サンライズアレス,牡3,54.0,☆高杉,前川,栗東,2022105967,01213,ドゥラメンテ ,デックドアウト Decked Out(米) ,Street Boss ,-4.047364597072499,15
14,8,15,メイケイロゼッタ,牡3,55.0,酒井,河嶋,栗東,2022105878,01034,リアルスティール ,エーティーロゼッタ ,ディープスカイ ,-3.308166010878554,12
15,8,16,フェアリーブルー,牝3,53.0,松若,西園翔,栗東,2022101180,01154,リオンディーズ ,ママズディッシュ ,クロフネ ,-0.43227480308805794,2
