,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,カビーリア,牡5,58.0,太宰,飯田,栗東,2020106639,1037,サトノアラジン  ,エスジーアンクル  ,シニスターミニスター  Sinister Minister(米)  ,-1.03742830690518,13,-0.5952982010408396,13,,
1,2,2,クロノスバレット,牡3,55.0,岩田望,吉村,栗東,2022110123,1174,Global Campaign  (米)  ,Above Heaven  ,Mr. Greeley  ,0.4157945609278126,3,-0.09270060747947419,3,,
2,3,3,イエローブリック,牡3,55.0,渡辺竜,奥村豊,栗東,2022105493,5558,ブリックスアンドモルタル  Bricks and Mortar(米)  ,プライマリーコード  ,クロフネ  ,0.011062303019161189,9,-0.2326773883051688,9,,
3,4,4,ハナウマビーチ,牡3,55.0,松山,西園翔,栗東,2022102874,1126,ゴールドドリーム  ,メイショウベーネ  ,スキャターザゴールド  Scatter the Gold(加)  ,0.023738501211170486,8,-0.22829332110678296,8,,
4,4,5,エイシンマールス,牡3,55.0,松若,今野,栗東,2022102624,1154,エイシンヒカリ  ,エーシンアマゾーン  ,ファルブラヴ  Falbrav(愛)  ,0.36338900919510564,5,-0.11082508430482862,5,,
5,5,6,オドラニャソンソン,牡3,51.0,★河原田,東田,栗東,2022102756,1204,ディープブリランテ  ,キイレ  ,フジキセキ  ,0.1652769050311388,7,-0.17934221888354981,7,,
6,5,7,スーパージョック,牡3,55.0,団野,佐々木,栗東,2022103733,1180,デクラレーションオブウォー  ,イチリュウ  ,キングヘイロー  ,-0.054839735627755695,11,-0.25546962944579954,11,,
7,6,8,グリーズマン,セ4,57.0,☆高杉,小栗,栗東,2021105610,1213,モーリス  ,スピークソフトリー  ,アルカセット  Alkaased(米)  ,0.3974869141989068,4,-0.09903231295520797,4,,
8,6,9,ロードシュヴァリエ,牡3,55.0,中井,森田,栗東,2022102639,1141,シュヴァルグラン  ,アンダルシア  ,アルカセット  Alkaased(米)  ,0.1736713320533577,6,-0.1764390036134894,6,,
9,7,10,キャロルビアンカ,牝5,56.0,城戸,荒川,栗東,2020100719,1147,サトノダイヤモンド  ,キャロルロゼ  ,タイキシャトル  ,2.3782283965898383,1,0.5860077621444504,1,,
10,7,11,ロードプライズ,牡3,54.0,☆吉村,清水久,栗東,2022100652,1216,ロードカナロア  ,プレミアムギフト  ,オルフェーヴル  ,-0.00026764636651027625,10,-0.23659585492337024,10,,
11,8,12,リリーアロー,牡6,58.0,藤懸,平田,栗東,2019100689,1138,フェノーメノ  ,ヴァニラシャンティ  ,シンボリクリスエス  ,0.45199973859025055,2,-0.08017903520698623,2,,
12,8,13,ショウサンジョージ,牡3,55.0,国分優,松下,栗東,2022102131,1125,モズアスコット  ,ショウサンウルル  ,Grand Slam  ,-0.07398192483286256,12,-0.262089961703803,12,,
