,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,カフェノワール,牝4,56.0,松山,池江,栗東,2020100683,01126,ドゥラメンテ ,デプロマトウショウ ,ファスリエフ Fasliyev(米) ,-0.4674947490653248,5
1,1,2,アナベルエクラ,牝3,54.0,☆田口,清水久,栗東,2021105435,01208,キタサンブラック ,エセンテペ ,Oratorio ,-2.1776756376126096,10
2,2,3,ウィップスティッチ,牝3,55.0,北村友,庄野,栗東,2021105253,01102,スワーヴリチャード ,メンディド Mended(米) ,Broken Vow ,0.8774245662701106,1
3,2,4,シュテルンロット,牝4,56.0,秋山稔,高橋康,栗東,2020102876,01181,ジャスタウェイ ,シュテルンターラー ,ネオユニヴァース ,-4.29044552098541,14
4,3,5,メイショウザンゲツ,牝3,55.0,幸,鈴木孝,栗東,2021105939,00732,ダノンレジェンド ,メイショウルミナス ,アイルハヴアナザー I'll Have Another(米) ,-5.587440208421114,16
5,3,6,ジョニール,牝3,55.0,岩田望,森田,栗東,2021102503,01174,タリスマニック Talismanic(英) ,フィメールモナーク ,ルーラーシップ ,0.06725857422235051,4
6,4,7,クリノハレルヤ,牝3,55.0,高倉,武英,栗東,2021105068,01130,ドレフォン Drefong(米) ,シーサイドロマンス ,ショウナンカンプ ,0.22750073415938188,3
7,4,8,ブルーペクトライト,牝4,56.0,Ｃデムーロ,宮地,栗東,2020103556,05473,サトノダイヤモンド ,ピースエンブレム ,ウォーエンブレム War Emblem(米) ,-3.979924943237777,12
8,5,9,プウスカンドゥール,牝4,56.0,国分優,坂口,栗東,2020104791,01125,シャンハイボビー Shanghai Bobby(米) ,トレノトマト ,デヒア Dehere(米) ,-1.0760746404913974,6
9,5,10,レーヴドレフォン,牝3,55.0,坂井,矢作,栗東,2021105895,01163,ドレフォン Drefong(米) ,レーヴドリーブ ,オルフェーヴル ,-2.504222200874506,11
10,6,11,ヤマカツパトリシア,牝7,54.0,△吉村,谷,栗東,2017104086,01216,エイシンフラッシュ ,ヤマカツオーキッド ,ダンスインザダーク ,0.8400393517803199,2
11,6,12,ロンシャンクイーン,牝4,53.0,▲鷲頭,野中,栗東,2020103274,01202,ミッキーアイル ,エノラ Enora(独) ,Noverre (米) ,-1.914376085027283,7
12,7,13,シュニー,牝4,56.0,戸崎圭,小崎,栗東,2020103474,05386,マインドユアビスケッツ Mind Your Biscuits(米) ,チカリータ ,クロフネ ,-2.1032984651474607,8
13,7,14,リヤンドメテオール,牝4,56.0,西村淳,中竹,栗東,2020102961,01171,キズナ ,トレラピッド Tres Rapide(愛) ,Anabaa Blue ,-2.1443613423354657,9
14,8,15,ミスキャサリン,牝3,52.0,▲柴田裕,庄野,栗東,2021102155,01212,スワーヴリチャード ,ギンマクノヒロイン ,グラスワンダー ,-4.177489558853835,13
15,8,16,ラピダリア,牝3,55.0,団野,吉田,栗東,2021100652,01180,マジェスティックウォリアー Majestic Warrior(米) ,ベルクリア ,ヴァーミリアン ,-5.3972021335420415,15
