,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,シャドウダッチェス,牝4,58.0,石神深,深山,美浦,2020102872,01059,ヘニーヒューズ Henny Hughes(米) ,シャドウストリーム ,サンデーサイレンス Sunday Silence(米) 
1,2,2,メイショウジブリ,牡5,60.0,森一,角田,栗東,2019103917,01139,キズナ ,メイショウフェーヴ ,フレンチデピュティ French Deputy(米) 
2,3,3,トーセンヴァンノ,セ5,60.0,大江圭,杉浦,美浦,2019104409,01120,ヴァンキッシュラン ,トーセンソニア ,ファンタスティックライト Fantastic Light(米) 
3,3,4,ロードジャスティス,牡5,60.0,難波,小椋,栗東,2019103027,01066,Fort Larned ,フラーティングアウェイ Flirting Away(米) ,Distorted Humor (米) 
4,4,5,ゴンドワナ,セ4,60.0,金子,小島,美浦,2020103921,01052,マツリダゴッホ ,ヌーナ ,Congrats (米) 
5,4,6,カルマンフィルター,牡3,58.0,草野,戸田,美浦,2021104842,01113,スワーヴリチャード ,カルマート ,シンボリクリスエス 
6,5,7,カースソーサラー,牡4,60.0,五十嵐,奥平,美浦,2020104505,01069,リオンディーズ ,バンドゥッチ Banducci(米) ,Rossini 
7,5,8,ブレバ,牡4,60.0,田村,中竹,栗東,2020101115,01105,ネロ ,リラコルレオーネ ,アドマイヤベガ 
8,6,9,ジオフロント,牡6,60.0,小牧加,清水久,栗東,2018104881,01196,ハーツクライ ,アガルタ ,キングカメハメハ 
9,6,10,フレーゲル,牡6,60.0,伴,鈴木慎,美浦,2018101462,01149,トゥザワールド ,ハルトリーゲル ,ファスリエフ Fasliyev(米) 
10,7,11,アルカンサス,牡5,57.0,▲土田,土田,美浦,2019101023,01198,シルバーステート ,ラサンバ La Samba(豪) ,Orientate 
11,7,12,パープルアドミラル,牡4,60.0,上野,堀内,美浦,2020104328,01087,シビルウォー ,ママノヨリミチ ,マンハッタンカフェ 
12,8,13,アルファインディ,牡4,60.0,黒岩悠,武藤,美浦,2020103535,01072,モーリス ,パーシーズベスト ,ディープインパクト 
13,8,14,ワンダーサーイター,牡7,60.0,江田勇,畠山,美浦,2017102751,01023,ワンダーアキュート ,ワンダーマッスル ,キンググローリアス King Glorious(米) 
