,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ワンチャン,牝3,55.0,小崎,千田,栗東,2022101748,01152,レイデオロ  ,パーフェクトチャンス  Perfect Chance(米)  ,Unbridled's Song  (米)  ,1.497708161621876,1
1,1,2,モズアカトンボ,牝3,55.0,松若,牧田,栗東,2022102917,01154,モズアスコット  ,モズハツコイ  ,クロフネ  ,0.35451232342168015,2
2,2,3,シャオシンユン,牝3,53.0,◇永島,西園正,栗東,2022101198,01187,イスラボニータ  ,フロルセレジェイラ  ,ロードカナロア  ,-0.7872764366604119,7
3,2,4,モズレイラココナ,牝3,54.0,☆吉村,杉山佳,栗東,2022102122,01216,モズアスコット  ,ジーピークロス  ,アグネスタキオン  ,-0.613115061080123,4
4,3,5,メイショウハダル,牝3,54.0,☆高杉,福永,栗東,2022104439,01213,キタサンブラック  ,ラホーヤビーチ  ,タイキシャトル  ,-1.1148413285249732,8
5,3,6,マローソ,牝3,55.0,菱田,牧田,栗東,2022103102,01144,ビッグアーサー  ,ハッピーウェーブ  ,ゴールドアリュール  ,-1.8704342732276051,9
6,4,7,マギームーン,牝3,55.0,田口,庄野,栗東,2022105379,01208,スワーヴリチャード  ,ストロベリームーン  ,キンシャサノキセキ  ,-0.7435468150124699,6
7,4,8,ゴッドペイズリー,セ3,57.0,富田,飯田,栗東,2022103275,01168,アルアイン  ,ルーシーブライド  ,ブライアンズタイム  Brian's Time(米)  ,-5.536023439237299,18
8,5,9,レーヌデプレ,牝3,55.0,池添,大竹,美浦,2022110046,01032,Almanzor  (仏)  ,Sarai  ,Nathaniel  (愛)  ,-0.6064597397640915,3
9,5,10,アミラジオネ,牝3,55.0,長岡,西田,美浦,2022100043,01142,リアルスティール  ,トラストフェアリー  ,ケイムホーム  Came Home(米)  ,-3.7274406389873804,14
10,6,11,タイプツービー,牝3,55.0,団野,斉藤崇,栗東,2022105440,01180,ロードカナロア  ,ノーブルジュエリー  ,Smarty Jones  (米)  ,-0.7321739244612381,5
11,6,12,ヤマニンレセディ,牝3,55.0,松山,長谷川,栗東,2022106605,01126,エピファネイア  ,ヤマニンアンプリメ  ,シニスターミニスター  Sinister Minister(米)  ,-2.676893713508429,11
12,7,13,ショウナンナスカ,牡3,53.0,★河原田,畑端,栗東,2022105879,01204,リアルスティール  ,ショウナンナナイロ  ,エンパイアメーカー  Empire Maker(米)  ,-2.2606233008119867,10
13,7,14,ダノンプリマ,牝3,55.0,角田和,千田,栗東,2022101434,01186,ダノンレジェンド  ,ダノンディーヴァ  ,ディープインパクト  ,-3.242214452366542,12
14,7,15,パープルパライソ,牡3,57.0,川田,吉村,栗東,2022102746,01088,ノーブルミッション  Noble Mission(英)  ,ペプチドサクラ  ,キズナ  ,-3.586964727358326,13
15,8,16,メイショウマサツラ,牡3,57.0,中井,本田,栗東,2022103101,01141,ミッキーアイル  ,ハイドバウンド  Hidebound(亜)  ,Grand Slam  ,-4.424569569270864,15
16,8,17,ツリートップムーン,牡3,57.0,小沢,坂口,栗東,2022105887,01185,アドマイヤムーン  ,キャノピーウォーク  ,ロードカナロア  ,-4.468731253706453,16
17,8,18,アニュレス,牝3,52.0,▲田山,佐々木,栗東,2022104464,01220,デクラレーションオブウォー  ,ラブフール  ,ゼンノロブロイ  ,-5.312567641205124,17
