,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,センジュコスモス,牝3,55.0,内田博,南田,美浦,2022103083,00422,グレーターロンドン  ,カツナデシコ  ,カリズマティック  Charismatic(米)  ,-1.4405855832135055,6
1,2,2,ハクシンマルペンサ,牝3,52.0,▲佐藤,蛯名利,美浦,2022106959,01207,サトノダイヤモンド  ,ステイインハート  ,ステイゴールド  ,-2.057192476343304,10
2,3,3,ミルキープリンセス,牝3,55.0,原,大竹,美浦,2022104181,01184,ゴールドシップ  ,ライクアミリオン  Like a Million(米)  ,ストリートセンス  Street Sense(米)  ,-3.795639461690556,13
3,3,4,グランカッサ,牝3,53.0,◇今村,加藤士,美浦,2022104908,01193,オルフェーヴル  ,ティンバレス  ,ウォーエンブレム  War Emblem(米)  ,-0.9432899898663806,4
4,4,5,アイスリーディング,牝3,52.0,▲石田,小笠,美浦,2022106995,01203,サンダースノー  Thunder Snow(愛)  ,クリッピングエリア  ,シンボリクリスエス  ,0.28032506103728744,1
5,4,6,ネポティズムベビー,牝3,55.0,津村,嘉藤,美浦,2022104805,01092,ルーラーシップ  ,シシリアンブリーズ  ,ゼンノロブロイ  ,-4.244094561838645,14
6,5,7,ヴィーナスゼファー,牝3,55.0,斎藤,斎藤誠,美浦,2022101458,01178,Justify  (米)  ,ミシカルミッション  Mythical Mission(加)  ,Giant's Causeway  (米)  ,-1.9179088166049723,9
7,5,8,ライヴスプーン,牝3,52.0,▲遠藤,尾形,美浦,2022104264,01218,カリフォルニアクローム  California Chrome(米)  ,クイックモーション  ,ディープインパクト  ,-1.5728319752756597,8
8,6,9,メリザンド,牝3,55.0,岩田望,小手川,美浦,2022105182,01174,サトノダイヤモンド  ,ロザリンド  ,シンボリクリスエス  ,0.07674192032606147,2
9,6,10,ピンキースウェア,牝3,52.0,▲石神道,鹿戸,美浦,2022105500,01209,キズナ  ,プレイプリティー  Play Pretty(米)  ,Indian Charlie  ,-3.120073763897134,12
10,7,11,アルマリカシバ,牝3,52.0,▲上里,中舘,美浦,2022101248,01217,マクフィ  Makfi(英)  ,アズマクィーン  ,アドマイヤムーン  ,-0.7675305425845045,3
11,7,12,セラドピラール,牝3,55.0,丸山,稲垣,美浦,2022105179,01127,シュヴァルグラン  ,ロカ  ,ハービンジャー  Harbinger(英)  ,-1.4039830778979805,5
12,8,13,ルージュメアート,牝3,55.0,岩田康,高柳瑞,美浦,2022105541,05203,American Pharoah  (米)  ,ライラヌール  Layla Noor(米)  ,Midnight Lute  ,-2.7298519989251715,11
13,8,14,ザタイムズ,牝3,55.0,大野,萩原,美浦,2022104999,01096,ルヴァンスレーヴ  ,フレイムタワー  ,ハーツクライ  ,-1.5155553651547216,7
