,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ムギトルナ,牡3,57.0,団野,高橋忠,栗東,2022103056,01180,ナダル  Nadal(米)  ,シラバリー  Syllabary(英)  ,Street Cry  (愛)  ,-1.9129639472410496,13
1,1,2,クライスラー,牝3,54.0,☆吉村,中村,栗東,2022100102,01216,フォーウィールドライブ  Four Wheel Drive(米)  ,アルマシェダル  ,フジキセキ  ,-0.999085799826361,11
2,2,3,ダンツトラバース,牡3,57.0,中井,本田,栗東,2022100021,01141,フォーウィールドライブ  Four Wheel Drive(米)  ,タガノシムナ  ,ロードカナロア  ,-2.179824468534153,15
3,2,4,アイルトンバローズ,牡3,57.0,川田,清水久,栗東,2022104323,01088,ダイワメジャー  ,マニヤラ  Manyara(英)  ,Manduro  (独)  ,-0.2797393045997574,6
4,3,5,サファリ,牡3,56.0,☆高杉,浜田,栗東,2022102800,01213,ミッキーアイル  ,マサイマラ  Maasai Mara(亜)  ,Orpen  ,0.08784990299414555,4
5,3,6,ヴァルドグラース,牝3,55.0,川須,吉岡,栗東,2022105736,01128,ドゥラメンテ  ,レッドサン  Red Sun(仏)  ,Monsun  ,-0.8060513983908861,9
6,4,7,ロイヤルウィル,牝3,55.0,松山,加藤公,栗東,2022107200,01126,タワーオブロンドン  ,ハニーウィル  ,ヘニーヒューズ  Henny Hughes(米)  ,-0.34555789168412043,7
7,4,8,オーウェンズバレー,牡3,57.0,松若,宮,栗東,2022103627,01154,カリフォルニアクローム  California Chrome(米)  ,ファシネイト  ,キングカメハメハ  ,-1.989026945786978,14
8,5,9,ルクスコスモス,牝3,55.0,角田和,四位,栗東,2022101126,01186,モズアスコット  ,サトノルミナス  ,ディープインパクト  ,0.2983966674633102,3
9,5,10,スリアント,牝3,55.0,泉谷,杉山晴,栗東,2022104091,01182,ダイワメジャー  ,サクラスリール  ,ファンタスティックライト  Fantastic Light(米)  ,-0.25530476670563906,5
10,6,11,エルピーゾ,牝3,55.0,秋山稔,安達,栗東,2022104021,01181,エスポワールシチー  ,ボナデア  ,ルーラーシップ  ,-2.353090886859434,16
11,6,12,チムニーパイプ,牝3,52.0,▲田山,岡田,栗東,2022101656,01220,サンダースノー  Thunder Snow(愛)  ,スモーダリング  ,パイロ  Pyro(米)  ,-0.45486632701396496,8
12,7,13,ココナッツリゾート,牝3,51.0,★河原田,畑端,栗東,2022100192,01204,ワールドエース  ,パームジュメイラ  ,ロードカナロア  ,-1.5569588471683418,12
13,7,14,ノヴァエスペランサ,牡3,57.0,小沢,池添,栗東,2022101482,01185,ミッキーアイル  ,ケールダンセール  ,クロフネ  ,0.6032815464028352,2
14,8,15,トップレジェンド,牡3,57.0,富田,鈴木孝,栗東,2022103282,01168,ダノンレジェンド  ,アスクザリーズン  ,キングカメハメハ  ,2.144029311713333,1
15,8,16,キタノアルテミス,牝3,55.0,国分優,坂口,栗東,2022101045,01125,ミスターメロディ  ,ユキノカトレア  ,キンシャサノキセキ  ,-0.8536683969038692,10
