,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,スーパーガール,牝3,52.0,▲佐藤,伊藤圭,492(0),美浦,2023102602,01207,ドレフォン,パワースポット,スズカマンボ,-0.8727663316891826,6
1,1,2,メビウスロマンス,牝3,55.0,戸崎圭,矢嶋,460(0),美浦,2023101477,05386,ニューイヤーズデイ,セレンディップ,ダイワメジャー,-0.3933609159730075,3
2,2,3,ギルランダ,牝3,55.0,石川,中舘,416(0),美浦,2023106805,01150,サトノクラウン,ネオフレグランス,ネオユニヴァース,-1.166985735391687,8
3,2,4,ミエスタ,牝3,55.0,吉村,加藤征,484(+4),美浦,2023101394,01216,スワーヴリチャード,オアシスミラージュ,Oasis Dream,-1.1904653177583882,9
4,3,5,マジェステラ,牝3,55.0,津村,千葉,476(+8),美浦,2023102390,01092,ディーマジェスティ,テルヌーヴ,Henrythenavigator,-1.0295618594705407,7
5,3,6,コパノキャメロン,牝3,55.0,武藤,手塚久,494(+12),美浦,2023101570,01169,シャンハイボビー,コパノジョウオー,ゴールドアリュール,-0.35017225352662823,2
6,4,7,ハウスオンファイア,牝3,55.0,杉原,岩戸,508(+14),美浦,2023101172,01135,パイロ,メンデンホール,アドマイヤムーン,-2.589389242544492,13
7,4,8,グラスハーティー,牝3,55.0,大野,松山,496(+2),美浦,2023106350,01096,ダノンプレミアム,ミルキーハート,キングカメハメハ,-0.03665238731698153,1
8,5,9,イアム,牝3,52.0,▲遠藤,加藤和,404(+8),美浦,2023104161,01218,サトノジェネシス,キューバンマンボ,スズカマンボ,-2.6207268403837656,14
9,5,10,タマモチョコチップ,牝3,55.0,原,菊沢,456(+4),美浦,2023104727,01184,クリソベリル,タマモジャイブ,ヘニーヒューズ,-2.716958786051323,15
10,6,11,イヌボウノキラメキ,牝3,55.0,キング,国枝,468(-4),美浦,2023103090,05643,ドレフォン,ホクラニミサ,ディープインパクト,-0.4017042192316773,4
11,6,12,ジェイドテソーロ,牝3,55.0,木幡巧,千葉,436(0),美浦,2023106741,01162,サンダースノー,シカゴテソーロ,Maclean's Music,-1.2135339322217984,10
12,7,13,オテンバプリンセス,牝3,52.0,▲上里,加藤士,488(+12),美浦,2023103913,01217,ナダル,ロゼリーナ,キングカメハメハ,-1.8037020994016089,11
13,7,14,ルクリーシア,牝3,55.0,荻野極,黒岩,458(+6),美浦,2023107322,01160,ロードカナロア,リングネブラ,ハーツクライ,-3.2250630430262865,16
14,8,15,パルストリス,牝3,53.0,△長浜,手塚久,416(-8),美浦,2023101155,01214,ドレフォン,ブラックパイン,キングズベスト,-2.20134161328205,12
15,8,16,マジンタクシー,牝3,55.0,木幡初,深山,504(-2),美浦,2023100949,01153,マテラスカイ,ネオヴァシュラン,エンパイアメーカー,-0.7078497315492589,5
