,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ダイスアローリング,牡5,60.0,上野,古賀,518(-6),美浦,2021104861,01087,サトノダイヤモンド,サンタエヴィータ,Smart Strike
1,2,2,コスモチプリア,牝6,58.0,伴,松永康,462(+2),美浦,2020105774,01149,ゴールドシップ,ホワイトウインド,スウェプトオーヴァーボード
2,3,3,タロントゥーズ,牡6,60.0,森一,大久保,472(+6),栗東,2020102932,01139,ダイワメジャー,ダイワダッチェス,ワークフォース
3,4,4,コパノニコルソン,牡7,61.0,小牧加,宮,532(+2),栗東,2019104116,01196,コパノリッキー,ソフィアルージュ,クロフネ
4,5,5,パープルアドミラル,牡6,60.0,金子,堀内,452(+12),美浦,2020104328,01052,シビルウォー,ママノヨリミチ,マンハッタンカフェ
5,5,6,ソルアマゾン,牡5,60.0,中村,小栗,466(+12),栗東,2021104667,01101,リオンディーズ,アミカブルナンバー,ダイワメジャー
6,6,7,ダノンロッキー,牡5,60.0,五十嵐,萩原,498(-2),美浦,2021105654,01069,キズナ,ティファニーズオナー,Street Cry
7,6,8,ジオフロント,牡8,58.0,▲鷲頭,清水久,478(-10),栗東,2018104881,01202,ハーツクライ,アガルタ,キングカメハメハ
8,7,9,ゴールデンスロープ,セ5,60.0,大江圭,小笠,454(+6),美浦,2021102482,01120,ゴールドシップ,ブリュメール,ティンバーカントリー
9,7,10,ニシノパプルブリリ,牝6,58.0,小野寺,加藤和,498(+6),美浦,2020105495,01123,ディープブリランテ,ニシノクローバー,アドマイヤオーラ
10,8,11,スズカハービン,牡6,61.0,難波,高橋忠,478(+10),栗東,2020106654,01066,ハービンジャー,スズカローラン,サンデーサイレンス
11,8,12,ヒットアンドロール,牡5,60.0,石神深,田中勝,470(+2),美浦,2021104974,01059,ブリックスアンドモルタル,エオリアンハープ,キングカメハメハ
