,式別,馬番,配当,人気
0,単勝,8,270,2
1,複勝,8,150,1
2,複勝,9,260,4
3,複勝,2,390,6
4,枠連,8-8,1220,4
5,馬連,8-9,1340,4
6,ワイド,8-9,470,5
7,ワイド,2-8,570,6
8,ワイド,2-9,1280,16
9,馬単,8→9,1980,7
10,3連複,2-8-9,4340,13
11,3連単,8→9→2,15850,51
