,式別,馬番,配当,人気
0,単勝,11,710,4
1,複勝,11,160,4
2,複勝,1,110,1
3,複勝,8,150,2
4,枠連,1-8,640,3
5,馬連,1-11,780,3
6,ワイド,1-11,320,3
7,ワイド,8-11,640,8
8,ワイド,1-8,260,2
9,馬単,11→1,1780,6
10,3連複,1-8-11,1310,3
11,3連単,11→1→8,9420,22
