,式別,馬番,配当,人気
0,単勝,6,310,1
1,複勝,6,130,1
2,複勝,16,150,2
3,複勝,7,250,5
4,枠連,3-8,520,1
5,馬連,6-16,760,1
6,ワイド,6-16,310,1
7,ワイド,6-7,550,4
8,ワイド,7-16,1010,12
9,馬単,6→16,1360,2
10,3連複,6-7-16,2240,2
11,3連単,6→16→7,9230,6
