,式別,馬番,配当,人気
0,単勝,10,310,1
1,複勝,10,140,3
2,複勝,2,140,2
3,複勝,5,130,1
4,枠連,2-8,1080,9
5,馬連,2-10,1060,9
6,ワイド,2-10,410,9
7,ワイド,5-10,360,8
8,ワイド,2-5,310,3
9,馬単,10→2,1390,1
10,3連複,2-5-10,1340,6
11,3連単,10→2→5,7040,37
