,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
201910010101,1,7,11,ユニキャラ,牝3,54.0,松若風馬,0:0:59.7,nan,6.3,4.0,478,[西] 中竹和也,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016110156,01154,3-2,36.8
201910010101,2,1,1,メイショウメイリン,牡3,53.0,西村淳也,0:1:00.0,1.3/4,3.2,2.0,454,[西] 西園正都,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016102207,01171,4-3,36.8
201910010101,3,4,5,ロイヤルヨット,牡3,55.0,坂井瑠星,0:1:00.5,3,15.4,5.0,482,[西] 千田輝彦,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016103296,01163,5-5,37.0
201910010101,4,2,2,モズベイビー,牡3,56.0,藤岡康太,0:1:00.5,アタマ,2.8,1.0,502,[西] 牧浦充徳,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016103713,01116,1-1,37.8
201910010101,5,5,7,ミエルミエーレ,牝3,54.0,小崎綾也,0:1:01.0,3,98.0,10.0,446,[西] 大久保龍,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016103074,01152,11-10,36.6
201910010101,6,5,8,ブライトンテソーロ,牡3,55.0,横山武史,0:1:01.2,1.1/4,3.6,3.0,474,[東] 栗田徹,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016110107,01170,5-6,37.8
201910010101,7,3,4,カシノヴィオレ,牝3,54.0,西田雄一,0:1:01.5,1.1/2,63.9,8.0,450,[東] 天間昭一,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016101331,01004,8-8,37.6
201910010101,8,6,9,ピュアサクヤヒメ,牝3,54.0,鮫島克駿,0:1:01.6,3/4,50.7,7.0,458,[西] 杉山晴紀,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016106038,01157,5-6,38.2
201910010101,9,8,13,スカートフワリ,牝3,54.0,鮫島良太,0:1:01.9,2,95.3,9.0,410,[西] 岡田稲男,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016109118,01099,8-8,37.9
201910010101,10,6,10,リネンリボン,牝3,53.0,川又賢治,0:1:02.0,アタマ,36.1,6.0,448,[西] 坂口正則,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016100979,01166,2-3,39.2
201910010101,11,3,3,ユウキティアラー,牝3,54.0,国分優作,0:1:02.2,1.1/4,132.3,11.0,390,[西] 藤沢則雄,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016106609,01125,10-11,38.0
201910010101,12,4,6,ノンノンナイン,牝3,51.0,服部寿希,0:1:03.2,6,258.0,13.0,404,[東] 小桧山悟,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016100827,01172,13-12,37.9
201910010101,13,7,12,カシノグルー,牡3,56.0,嶋田純次,0:1:05.6,大,257.2,12.0,462,[東] 加藤和宏,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016109151,01134,12-13,40.7
201910010101,除,8,14,スピリットクォーツ,牝3,54.0,丸田恭介,nan,nan,---,nan,418,[東] 蛯名利弘,1000,小雨,ダート,稍重,2019年02月09日,未勝利,2016101973,01117,,
201910010102,1,3,3,モサ,牡3,56.0,武豊,0:1:47.9,nan,1.6,1.0,490,[西] 角田晃一,1700,曇,ダート,稍重,2019年02月09日,未勝利,2016100421,00666,4-3-4-4,38.7
201910010102,2,8,11,タイサイ,牡3,56.0,中井裕二,0:1:48.3,2.1/2,53.0,9.0,466,[西] 田所秀孝,1700,曇,ダート,稍重,2019年02月09日,未勝利,2016106450,01141,2-2-2-1,39.3
201910010102,3,7,8,ユイノムサシ,牡3,56.0,丸山元気,0:1:48.6,1.3/4,35.3,8.0,464,[東] 萩原清,1700,曇,ダート,稍重,2019年02月09日,未勝利,2016101498,01127,3-3-2-3,39.5
201910010102,4,6,6,シゲルイエロダイヤ,牡3,56.0,松若風馬,0:1:49.0,2.1/2,17.1,5.0,454,[西] 五十嵐忠,1700,曇,ダート,稍重,2019年02月09日,未勝利,2016102327,01154,11-10-7-6,39.3
