,式別,馬番,配当,人気
0,単勝,6,120,1
1,複勝,6,100,1
2,複勝,1,140,2
3,複勝,10,150,3
4,枠連,1-5,300,2
5,馬連,1-6,310,1
6,ワイド,1-6,160,1
7,ワイド,6-10,220,2
8,ワイド,1-10,560,5
9,馬単,6→1,390,1
10,3連複,1-6-10,730,1
11,3連単,6→1→10,1660,1
