,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ギルドホール,牡3,57.0,杉原,嘉藤,452(+8),美浦,2023107033,1135,レイデオロ,シャンデリアハウス,ヴァーミリアン,0.8043153403611776,7,0.0250952905054257,7,,17,50.7,42.0,45.8,10
1,1,2,キンググローリー,牡3,57.0,菅原明,古賀,468(+2),美浦,2023100021,1179,ダノンプレミアム,ハーフムーン,Duke of Marmalade,-0.6532134396776397,15,-0.2729781550161715,6,,13,52.6,46.1,49.6,8
2,2,3,マイネルミラケル,牡3,57.0,原,畠山,512(+8),美浦,2023100084,1184,ウインブライト,ブーケドロゼブルー,ロージズインメイ,1.3630361706222445,4,0.1393570774707359,16,,11,42.1,46.5,42.8,17
3,2,4,プレイザリード,牡3,57.0,横山武,加藤士,482(0),美浦,2023103471,1170,キズナ,ダンスアミーガ,サクラバクシンオー,1.6816407797450257,1,0.2045136458355539,8,,7,50.3,49.3,47.3,9
4,3,5,ナハトナナレオン,牝3,55.0,内田博,矢嶋,402(-10),美浦,2023102619,422,モーリス,メモリーズ,ディープインパクト,-1.8414182216686847,17,-0.5159732150134614,11,,3,46.1,57.3,44.0,12
5,3,6,マーゴットライズ,牡3,57.0,菊沢,伊坂,476(+6),美浦,2023106889,1161,インディチャンプ,ウェイクミーアップ,ロックオブジブラルタル,0.9291935611946628,5,0.0506336414897902,9,,18,49.1,41.8,49.7,7
6,4,7,サトノワーグナー,牡3,57.0,三浦,斎藤誠,492(+12),美浦,2023100925,1122,ロードカナロア,サトノワルキューレ,ディープインパクト,-3.0031867031026134,18,-0.7535618917531292,10,,15,46.7,42.9,45.0,11
7,4,8,ポポラヴィスタ,牝3,53.0,△長浜,鈴木慎,412(-10),美浦,2023102737,1214,ダノンバラード,ポポラリタ,ダンカーク,0.3895569274990819,11,-0.0597253119238323,13,,8,42.2,48.8,42.9,16
8,5,9,クオンタムスター,牡3,57.0,佐々木,堀,484(-4),美浦,2023101050,1197,コントレイル,サンタモニカ,Mastercraftsman,0.5484320773325957,9,-0.0272343834652023,2,,1,61.8,85.5,58.1,4
9,5,10,ウィロークリーク,牡3,57.0,横山和,中舘,484(+8),美浦,2023106981,1140,ラブリーデイ,クロウキャニオン,フレンチデピュティ,1.4882842563691112,3,0.1649710680655279,1,,2,81.5,58.2,62.2,2
10,6,11,レディトゥランブル,牡3,54.0,▲石神道,武井,558(+4),美浦,2023102292,1209,ダノンプレミアム,ダイストウショウ,サクラバクシンオー,1.6611695528810482,2,0.2003271562039478,15,,12,42.2,46.3,42.9,13
11,6,12,イモータリス,牡3,57.0,石川,手塚久,532(-2),美浦,2023107032,1150,ミッキーロケット,シャルルヴォア,スペシャルウィーク,0.8373268235072999,6,0.0318463383460596,3,,5,58.2,50.5,59.6,3
12,7,13,アッパーウォーター,牝3,55.0,津村,千葉,416(+2),美浦,2023106939,1092,サトノダイヤモンド,オープンウォーター,Include,0.4896450323944308,10,-0.0392566894921783,5,,4,54.0,51.3,50.1,5
13,7,14,マイネルゼーロス,牡3,57.0,横山琉,相沢,484(-2),美浦,2023106474,1192,ダノンバラード,マイネアルデュール,アドマイヤコジーン,0.320736719491888,12,-0.073799460443679,14,,14,42.2,44.7,42.9,14
14,7,15,イブキ,牡3,57.0,戸崎圭,矢野,462(+4),美浦,2023105248,5386,レイデオロ,ブリッジクライム,ゼンノロブロイ,0.584794216507447,8,-0.0197981062137197,4,,10,54.0,47.9,49.9,6
15,8,16,マイネルリーヒム,牡3,57.0,丹内,武市,472(+4),美浦,2023104485,1091,ゴールドシップ,ゲハイムローゼ,ロージズインメイ,0.3183017739997644,13,-0.0742974215147977,17,,6,42.1,50.5,81.6,1
16,8,17,ボグラーモデル,牡3,57.0,柴田大,柄崎,474(+2),美浦,2023106435,1009,ベンバトル,クリスティロマンス,シンボリクリスエス,0.0184442387730804,14,-0.1356200999515495,12,,16,42.2,42.5,42.9,15
17,8,18,ラスターヴァース,牝3,55.0,木幡巧,牧,470(-4),美浦,2023104597,1162,サトノダイヤモンド,ブライトメッセージ,シンボリクリスエス,-0.8026663050320095,16,-0.3035421693460058,18,,9,42.1,47.9,42.8,18
