,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ロジキセキ,牡3,57.0,野中,新開,484(+4),美浦,2023100578,1158,アドマイヤマーズ,グロッタアズーラ,フジキセキ,-0.7138652019415743,10,-0.7034874229162758,10,,
1,2,2,トーセンブリラーレ,牡3,55.0,△長浜,小笠,498(-8),美浦,2023105943,1214,トーセンレーヴ,トーセンガーネット,アグネスデジタル,0.8452623367728299,3,0.13826934919047926,3,,
2,3,3,カフェラジェム,牡3,57.0,横山和,柄崎,518(0),美浦,2023102248,1140,カリフォルニアクローム,ルミエールカフェ,マンハッタンカフェ,0.7883625863373687,4,0.1075497646337683,4,,
3,4,4,エラルディーク,牝3,55.0,丹内,宮田,484(+6),美浦,2023110006,1091,Sottsass,Noblesse Oblige,Myboycharlie,0.44317813627201746,6,-0.07881173643242476,6,,
4,5,5,クリムゾンリーフ,牡3,54.0,▲上里,加藤士,458(-2),美浦,2023102967,1217,クリソベリル,ワインレッドローズ,ルーラーシップ,1.3168995753077641,1,0.39290139798480933,1,,
5,5,6,ザンテソーロ,牡3,57.0,原,畠山,446(0),美浦,2023106733,1184,オルフェーヴル,アオイテソーロ,ルーラーシップ,0.5907763227755621,5,0.0008749921738055652,5,,
6,6,7,スノースコール,牡3,57.0,木幡巧,加藤征,500(+8),美浦,2023103626,1162,クリソベリル,スノーユニバンス,ルーラーシップ,-0.3640164378554415,9,-0.5146077071327269,9,,
7,6,8,セブンワンダーズ,牡3,57.0,横山琉,斎藤誠,474(+2),美浦,2023100928,1192,キセキ,シャンパンフルート,クロフネ,-1.54243937542249,12,-1.1508260173557112,12,,
8,7,9,ミアエッテ,牡3,57.0,松岡,田中剛,476(+2),美浦,2023101530,1085,シルバーステート,グロリエッテ,アドマイヤムーン,0.010370632109832965,8,-0.3124800147488634,8,,
9,7,10,キセログラフィカ,牡3,57.0,横山武,大和田,510(0),美浦,2023105682,1170,ナダル,バニーテール,カネヒキリ,0.327205921236155,7,-0.14142393136751777,7,,
10,8,11,パテントプール,牡3,57.0,内田博,萩原,466(+6),美浦,2023107129,422,ダノンキングリー,トップライセンス,キンシャサノキセキ,1.06237936038312,2,0.25548857624250115,2,,
11,8,12,サンタピア,牡3,57.0,柴田大,松山,452(-4),美浦,2023102804,1009,ルヴァンスレーヴ,ドリームバラード,タニノギムレット,-1.0801608977045265,11,-0.9012466663687128,11,,
