,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エポックヴィーナス,牝4,56.0,田口,新谷,446(+2),栗東,2021104153,01208,ヴィクトワールピサ  ,ベストオブミー  ,ブライアンズタイム  Brian's Time(米)  ,2.0760888465228913,2
1,2,2,ヤブサメ,牡4,58.0,武豊,石橋,494(+10),栗東,2021103116,00666,ファインニードル  ,ステラーホープ  ,グラスワンダー  ,-1.3320399150418858,11
2,3,3,ダークエクリプス,牡6,58.0,松若,今野,500(+14),栗東,2019106739,01154,ドゥラメンテ  ,スターズインハーアイズ  Stars In Her Eyes(愛)  ,Woodman  ,-1.2911342906986107,10
3,4,4,アイサンサン,牝3,55.0,岩田望,佐々木,466(+4),栗東,2022103875,01174,キズナ  ,ウアジェト  ,シンボリクリスエス  ,1.6801586319185884,4
4,5,5,テーオーダグラス,牡4,58.0,団野,須貝,488(+2),栗東,2021102246,01180,リアルスティール  ,ラブミーリル  ,ハービンジャー  Harbinger(英)  ,0.15305003735718967,8
5,5,6,チャンネルトンネル,牡4,58.0,坂井,福永,466(+4),栗東,2021106369,01163,グレーターロンドン  ,ギャルソンヌ  ,Henrythenavigator  (米)  ,0.6579961365864517,7
6,6,7,スズカダブル,牡5,58.0,鮫島駿,西村,504(0),栗東,2020106660,01157,バゴ  Bago(仏)  ,ダブルファンタジー  ,ジャイアントレッカー  Giant Wrecker(米)  ,-0.47873910834084427,9
7,6,8,ミッキージュエリー,牝3,55.0,川田,中内田,492(0),栗東,2022103245,01088,エピファネイア  ,ミッキーチャーム  ,ディープインパクト  ,2.035219648685789,3
8,7,9,ナヴォーナ,牡5,58.0,北村友,矢作,492(-10),栗東,2020103456,01102,ロードカナロア  ,セリエンホルデ  ,Soldier Hollow  ,1.5067987349703955,5
9,7,10,ダズリングブレイヴ,セ5,58.0,Ｃデムーロ,斉藤崇,486(0),栗東,2020103688,05473,Saxon Warrior  (安平町)  ,リリーズキャンドル  Lily's Candle(仏)  ,Style Vendome  ,1.0884627378163985,6
10,8,11,アルトゥーム,牡4,58.0,高杉,藤岡,430(-2),栗東,2021105746,01213,モーリス  ,ブロンシェダーム  ,ディープインパクト  ,2.2381077135507947,1
11,8,12,フロムダスク,牡5,58.0,西村淳,森秀,514(+2),栗東,2020110133,01171,Bolt d'Oro  ,Foolish Cause  ,Giant's Causeway  (米)  ,-4.704227653497063,12
