,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,デルシエロ,牡4,57.0,☆吉村,清水久,414(-6),栗東,2021103520,01216,レイデオロ  ,ネオヴィクトリア  ,ディープインパクト  ,-2.2503121844317775,10
1,2,2,ドルチェリターン,牡3,56.0,Ｃデムーロ,池添,462(0),栗東,2022104598,05473,ハービンジャー  Harbinger(英)  ,アソルータ  ,ゼンノロブロイ  ,-1.1042776913284773,8
2,3,3,ケイアイワイラーパ,牡3,56.0,田口,野中,492(0),栗東,2022103053,01208,ブリックスアンドモルタル  Bricks and Mortar(米)  ,クインズミラーグロ  ,マンハッタンカフェ  ,-1.0535121473118527,7
3,3,4,オーバースタンド,牡3,56.0,鮫島駿,小崎,436(-2),栗東,2022106354,01157,モズアスコット  ,クロランサス  ,ディープインパクト  ,1.1328774758933706,5
4,4,5,フィオレストラーダ,牝3,54.0,団野,杉山晴,458(+6),栗東,2022100626,01180,エピファネイア  ,キャトルフィーユ  ,ディープインパクト  ,1.180093284050812,4
5,4,6,クライミーアリバー,牝4,56.0,酒井,加藤公,428(+24),栗東,2021102168,01034,レイデオロ  ,メロディーオブラブ  ,ディープインパクト  ,-0.13743691915009992,6
6,5,7,サラダ,牝3,54.0,高倉,武英,450(-2),栗東,2022100128,01130,リアルスティール  ,エピファレーヌ  ,エピファネイア  ,-4.683354019802526,14
7,5,8,クラウディアイ,牡3,56.0,松山,橋口,440(0),栗東,2022100099,01126,サートゥルナーリア  ,モンクール  ,ディープインパクト  ,1.4624420889998775,3
8,6,9,ルージュスティーズ,牝3,54.0,高杉,斉藤崇,496(-6),栗東,2022103063,01213,ハービンジャー  Harbinger(英)  ,レッドコルディス  ,ハーツクライ  ,2.1252819985191365,1
9,6,10,サイモンイロハニー,牝3,54.0,菱田,谷,420(+4),栗東,2022104164,01144,ゴールドシップ  ,ブライテストリング  ,ダノンシャンティ  ,-2.5130162668225715,12
10,7,11,ラミントン,牝3,54.0,西村淳,清水久,506(+4),栗東,2022105150,01171,キタサンブラック  ,ルモスティ  Lumosty(豪)  ,Fastnet Rock  (豪)  ,-2.0270631488077275,9
11,7,12,ウインリベラシオン,牡3,56.0,国分優,緒方,496(+10),栗東,2022106224,01125,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ウインリバティ  ,ダンスインザダーク  ,-2.850814286318124,13
12,8,13,ニュークレド,牡3,56.0,坂井,石坂,436(+4),栗東,2022101601,01163,ブリックスアンドモルタル  Bricks and Mortar(米)  ,トーホウアルテミス  ,ハーツクライ  ,1.9915979625756106,2
13,8,14,ノーランサンライズ,牝3,54.0,岩田望,佐藤悠,492(+6),栗東,2022102219,01174,キタサンブラック  ,ブラボーデイジー  ,クロフネ  ,-2.46436268158396,11
