,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,スネーフリンガ,牝3,54.0,☆松本,森田,446(-6),栗東,2022103039,01191,サンダースノー  Thunder Snow(愛)  ,フェアラフィネ  ,デュランダル  ,-0.6797952917738835,6
1,1,2,レジーナローズ,牝5,56.0,菊沢,鈴木慎,452(+2),美浦,2020104174,01161,リオンディーズ  ,ヒルノリスボン  ,マンハッタンカフェ  ,-0.1292017036096894,3
2,2,3,エルムラント,牡3,57.0,荻野極,鹿戸,492(+8),美浦,2022104678,01160,フィエールマン  ,エクシードリミッツ  ,Exceed And Excel  ,-0.8891505403351916,9
3,2,4,ウインレオネッサ,牝3,52.0,▲舟山,長谷川,414(-12),栗東,2022106729,01221,エピファネイア  ,セルフプリザヴェーション  Self Preservation(米)  ,Lion Heart  ,-1.5114871404928707,11
4,3,5,バシレイア,牝3,55.0,武藤,西田,448(+2),美浦,2022104629,01169,ミッキーアイル  ,アンフィトリテ  ,ロードカナロア  ,-0.20234013198764803,4
5,3,6,インペリアルコート,牝5,53.0,▲和田陽,畑端,442(-4),栗東,2020102561,01223,ダイワメジャー  ,シーリーコート  ,Distorted Humor  (米)  ,-2.1099820148218567,15
6,4,7,セゾンデフィーユ,牝3,55.0,丹内,稲垣,464(-2),美浦,2022105398,01091,ダイワメジャー  ,ダヌスカズマイガール  Danuska's My Girl(米)  ,Shackleford  ,-1.8610221232539468,13
7,4,8,ガットネロ,牝5,56.0,斎藤,東田,498(+12),栗東,2020105073,01178,アメリカンペイトリオット  ,ブラックシュガー  ,ブラックタイド  ,-0.7127741759217965,7
8,5,9,カントゥータ,牝4,56.0,小林脩,佐藤吉,466(+26),美浦,2021104933,01183,リアルスティール  ,レディシャツィ  ,Privately Held  ,-1.5383392484629745,12
9,5,10,ニシノアヤカゼ,牝4,56.0,横山琉,鈴木伸,468(+12),美浦,2021103119,01192,ロゴタイプ  ,ニシノミナミカゼ  ,ファルブラヴ  Falbrav(愛)  ,-1.9822067388349713,14
10,6,11,ダガーリング,牡3,54.0,▲石神道,和田雄,542(+10),美浦,2022102153,01209,タワーオブロンドン  ,プルメリアグレース  ,ロードカナロア  ,0.04513747579428369,2
11,6,12,レオプルミエール,牡5,55.0,▲佐藤,杉浦,424(+4),美浦,2020106587,01207,レオアクティブ  ,ジュトゥヴ  ,エンパイアメーカー  Empire Maker(米)  ,-0.9773992358349274,10
12,7,13,サク,牝6,56.0,亀田,北出,456(-6),栗東,2019102215,01176,リオンディーズ  ,コパノマルコリーニ  ,マヤノトップガン  ,0.2582226071776596,1
13,7,14,モズリバーシャトー,牝3,55.0,荻野琢,平田,468(+12),栗東,2022106018,01112,モズアスコット  ,モズデコレーション  ,デクラレーションオブウォー  ,-0.5160904335804096,5
14,8,15,チカポコ,牝5,56.0,小沢,西園正,420(0),栗東,2020102537,01185,ブラックタイド  ,アスペンアベニュー  ,トワイニング  Twining(米)  ,-0.8501644807760989,8
15,8,16,コムーネ,牝3,55.0,野中,奥平,428(0),美浦,2022103549,01158,ビーチパトロール  Beach Patrol(米)  ,ファミリーズオナー  ,デュランダル  ,-3.412746664574891,16
