,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ネネキリマル,牡2,56.0,佐々木,河嶋,472(0),栗東,2023106184,01197,ビッグアーサー  ,コスモダリア  ,ディープインパクト  ,-0.6347253313186855,6
1,1,2,シャオママル,牡2,56.0,プーシャン,加藤士,432(-4),美浦,2023100776,05678,アルアイン  ,ジレーネ  ,キングカメハメハ  ,-1.2077489176494995,13
2,2,3,ルートサーティーン,牡2,56.0,岩田康,辻野,476(+4),栗東,2023103782,05203,イスラボニータ  ,サーティーンスクエアド  ,Liaison  ,0.7680417975288678,2
3,2,4,ミルトベスト,牡2,56.0,横山武,中村,468(-2),栗東,2023102542,01170,ファインニードル  ,ブラックヒューマー  ,ブラックタイド  ,-2.499747888272616,16
4,3,5,シーミハットク,牡2,56.0,三浦,寺島,486(-2),栗東,2023103532,01122,オルフェーヴル  ,ブルーミンバー  ,ファルブラヴ  Falbrav(愛)  ,-1.1987393773280126,12
5,3,6,シュペルリング,牡2,56.0,津村,嘉藤,428(-6),美浦,2023104450,01092,シスキン  Siskin(米)  ,ラプソディーア  ,ディープブリランテ  ,-2.4406810198566515,15
6,4,7,ユウファラオ,牡2,56.0,北村宏,森秀,486(+4),栗東,2023110065,01043,American Pharoah  (米)  ,Limari  ,Medaglia d'Oro  ,0.25249817877163333,4
7,4,8,ホットゥトロット,牡2,56.0,石橋脩,堀内,452(+8),美浦,2023106325,01077,インディチャンプ  ,カトルラポール  ,グラスワンダー  ,-0.6909509738048122,8
8,5,9,コックオーヴァン,牝2,55.0,松岡,伊藤伸,464(+4),美浦,2023106405,01085,ウインブライト  ,コスモミール  ,ヘクタープロテクター  Hector Protector(米)  ,-1.6213550110597454,14
9,5,10,ダイヤモンドノット,牡2,56.0,ルメール,福永,468(-6),栗東,2023105685,05339,ブリックスアンドモルタル  Bricks and Mortar(米)  ,エンドレスノット  ,ディープインパクト  ,-0.01698256479881239,5
10,6,11,フォトンゲイザー,牡2,56.0,木幡巧,牧,430(+2),美浦,2023106479,01162,アドマイヤマーズ  ,マイネノンノ  ,タイキシャトル  ,-1.0490364290138645,10
11,6,12,フクチャンショウ,牡2,56.0,戸崎圭,加藤征,444(+12),美浦,2023103418,05386,イスラボニータ  ,ザウェイアイアム  Thewayiam(仏)  ,Thewayyouare  ,0.5444963146742561,3
12,7,13,フェーダーローター,牝2,55.0,原,天間,444(0),美浦,2023106484,01184,ベンバトル  Benbatl(英)  ,リープフラウミルヒ  ,ステイゴールド  ,-1.1320022531800034,11
13,7,14,トワニ,牝2,55.0,菅原明,蛯名正,416(0),美浦,2023102694,01179,リオンディーズ  ,イニシャルダブル  ,ウォーエンブレム  War Emblem(米)  ,-0.652861453601445,7
14,8,15,リネンタイリン,牡2,56.0,柴田大,南田,464(-2),美浦,2023100728,01009,キズナ  ,リネンパズル  ,パラダイスクリーク  Paradise Creek(米)  ,1.283052021118927,1
15,8,16,レッドスティンガー,牡2,56.0,横山和,矢嶋,468(+6),美浦,2023106619,01140,レッドファルクス  ,マレーナ  ,ダイワメジャー  ,-0.9035615375807409,9
