,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,カネトシフレイア,牝2,55.0,田口,大橋,444(0),栗東,2023101709,01208,ミッキーアイル  ,カネトシビバーチェ  ,キングカメハメハ  ,-1.8340800370256782,9
1,2,2,ノクスカンパーナ,牝2,55.0,坂井,吉岡,474(0),栗東,2023105168,01163,サートゥルナーリア  ,サクセスベルーナ  ,シンボリクリスエス  ,-0.7737688590501148,5
2,3,3,ジュウハチキン,牡2,56.0,古川吉,大根田,468(0),栗東,2023105480,01015,レッドファルクス  ,リャクダツアイ  ,チチカステナンゴ  Chichicastenango(仏)  ,-0.9977444831004831,8
3,4,4,ゴッドレイ,牝2,55.0,松若,杉山晴,404(0),栗東,2023106084,01154,コントレイル  ,コンセッションズ  ,ダイワメジャー  ,3.1745113228254516,2
4,5,5,フェンネル,牝2,55.0,国分優,大根田,406(0),栗東,2023106536,01125,ディスクリートキャット  Discreet Cat(米)  ,スリースピナーズ  ,タニノギムレット  ,3.4702130488471283,1
5,6,6,メイショウゴッホ,牡2,56.0,団野,飯田,476(0),栗東,2023102061,01180,ヴァンゴッホ  ,メイショウナデシコ  ,ヘニーヒューズ  Henny Hughes(米)  ,0.6636421944061706,3
6,6,7,ワンダーエイド,牡2,56.0,川又,吉村,436(0),栗東,2023100457,01166,ノーブルミッション  Noble Mission(英)  ,ワンダーポピュレル  ,ケイムホーム  Came Home(米)  ,-0.881329484155862,6
7,7,8,ビーチェマーレ,牡2,56.0,武豊,友道,502(0),栗東,2023107140,00666,ロードカナロア  ,ドリームアンドドゥ  Dream And Do(愛)  ,Siyouni  ,-4.3594761035643455,11
8,7,9,コスモレッド,牝2,55.0,高杉,北出,452(0),栗東,2023102475,01213,カリフォルニアクローム  California Chrome(米)  ,ヒロシゲハート  ,ドゥラメンテ  ,-2.469048063903978,10
9,8,10,ゲレイロ,牡2,56.0,松山,今野,472(0),栗東,2023104669,01126,ミスターメロディ  ,キタサンテンビー  ,ダイワメジャー  ,-0.8819507255531291,7
10,8,11,ハピネスサンライズ,牝2,55.0,鮫島駿,東田,460(0),栗東,2023100910,01157,ダノンスマッシュ  ,オークヴィル  ,タニノギムレット  ,0.06161730880075292,4
