,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,クロウサギ,牡2,56.0,内田博,宮地,490(0),栗東,2023106533,00422,ダノンレジェンド  ,グローリアスゾーン  ,パイロ  Pyro(米)  ,-3.123862898333259,11
1,1,2,ベアフォースワン,牡2,56.0,木幡巧,杉浦,454(0),美浦,2023101307,01162,カレンブラックヒル  ,ノアウイニング  ,クリプティックラスカル  Cryptic Rascal(米)  ,-3.42002538310834,13
2,2,3,クルスデルスール,牡2,56.0,丸田,松永康,462(0),美浦,2023104564,01117,ベストウォーリア  ,アビシーナ  Abishena(愛)  ,Pivotal  ,-2.8311568132458205,10
3,2,4,アヴァランチ,牡2,56.0,岩田康,加藤士,462(0),美浦,2023101495,05203,マジェスティックウォリアー  Majestic Warrior(米)  ,ワイルドシンガー  ,ワイルドラッシュ  Wild Rush(米)  ,-1.4305517275231547,4
4,3,5,ガンダ,牡2,56.0,横山武,斎藤誠,--,美浦,2023101383,01170,ホッコータルマエ  ,フィーユレヴーズ  ,オルフェーヴル  ,0.16459728427768228,1
5,3,6,リナクィーンアスク,牝2,55.0,三浦,田島,418(0),美浦,2023105419,01122,アスクピーターパン  ,アッパレドンキ  ,ディープインパクト  ,-3.6545077420245415,15
6,4,7,ラヴミーモア,牡2,56.0,横山和,尾関,478(0),美浦,2023101108,01140,タワーオブロンドン  ,エヴァモア  Evermore(愛)  ,Dansili  ,-2.4989150810575347,8
7,4,8,グリュック,牡2,56.0,佐々木,和田郎,512(0),美浦,2023107537,01197,Known Agenda  (米)  ,Cateybug  ,Tiznow  ,-2.5493714622280246,9
8,5,9,ヴェントベローチェ,牡2,56.0,北村宏,勢司,464(0),美浦,2023103133,01043,ダノンプレミアム  ,ケイココサージュ  ,ヘニーヒューズ  Henny Hughes(米)  ,-1.6722842450006241,5
9,5,10,シュンポシオン,牡2,56.0,石橋脩,矢野,440(0),美浦,2023102135,01077,アルアイン  ,グレイトサンディー  ,スマートファルコン  ,-1.731685957783435,6
10,6,11,ドナテアン,牝2,55.0,長岡,畠山,430(0),美浦,2023101643,01142,ミスターメロディ  ,アンバービーチ  ,ワークフォース  Workforce(英)  ,-2.440176180975761,7
11,6,12,ジュニアスウィート,牝2,55.0,原,小手川,476(0),美浦,2023103084,01184,マジェスティックウォリアー  Majestic Warrior(米)  ,テツナゴオ  ,ハーツクライ  ,-0.7965068961854748,3
12,7,13,トモジャオーリー,牝2,55.0,津村,鈴木伸,440(0),美浦,2023103068,01092,モズアスコット  ,トモジャプリマ  ,ブラックタイド  ,-3.455078552463455,14
13,7,14,ハタノグランクリュ,セ2,56.0,柴田大,畠山,454(0),美浦,2023100828,01009,デクラレーションオブウォー  ,ダイワストリーム  ,ダイワメジャー  ,-0.6473284752813461,2
14,8,15,ジェイエルモーダル,牡2,56.0,吉田豊,小西,466(0),美浦,2023106313,00733,デクラレーションオブウォー  ,ジェイエルノブレス  ,ヨハネスブルグ  Johannesburg(米)  ,-4.000312697145882,16
15,8,16,プールナバドラ,牡2,56.0,菅原明,森秀,518(0),栗東,2023110062,01179,Authentic  (米)  ,Curlin N Twirlin  ,Curlin  (米)  ,-3.1397421103659955,12
