,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ジャスパーノベル,牝4,53.0,▲川端,森秀,460(-10),栗東,2022110113,1195,Vekoma ヴェコマ,Flatter Me Owen,Flatter,-0.5387826733827444,6,-0.5615024006754062,12,,15,41.0,39.9,42.0,12
1,2,2,エンブレムボム,牡5,58.0,柴田善,森秀,526(-18),栗東,2021110134,641,St Patrick's Day,Jelly Cable,Sky Mesa,-1.0051182779906855,13,-0.7385935891541786,8,,14,47.2,41.1,49.9,6
2,2,3,タイセイブロウ,牡5,58.0,幸,平田,506(-2),栗東,2021104101,732,キンシャサノキセキ,ギブユースマイル,エンパイアメーカー,0.6451020016609096,1,-0.1119215793663661,5,,11,52.1,43.6,49.5,7
3,3,4,ウォーターエルピス,牝4,56.0,西村淳,藤野,498(-12),栗東,2022102796,1171,シャンハイボビー,ダブルアクセル,アグネスタキオン,-0.9046078952572904,10,-0.7004247190168069,6,,1,51.5,78.9,51.1,5
4,3,5,ジュウオウ,牡5,58.0,池添,秋山,552(+3),栗東,2021110162,1032,Justify,Coral Coast,So You Think,-0.9954362824827724,12,-0.7349168463226207,15,,8,40.1,47.6,41.1,15
5,4,6,エリカヴェローナ,牝5,56.0,北村友,吉岡,526(+4),栗東,2021110058,1102,Quality Road,Cover Song,Fastnet Rock,-0.3561354414916796,5,-0.492142019335577,4,,3,55.1,55.7,79.4,1
6,4,7,サンマルノヴェル,牡4,58.0,田口,大橋,508(+2),栗東,2022102716,1208,ノヴェリスト,サンマルアリュール,ゴールドアリュール,-0.9135882017096024,11,-0.7038349950644198,2,,2,58.8,59.1,56.9,3
7,5,8,クリノミニスター,牡7,58.0,団野,荒川,472(-2),栗東,2019103285,1180,シニスターミニスター,アイムヒアー,プリサイスエンド,-0.5787553007050972,7,-0.5766820266983556,11,,5,42.1,53.5,43.1,11
8,5,9,ヴィヴァシャス,牝4,56.0,岩田望,笹田,438(0),栗東,2022104391,1174,モズアスコット,ジニアスミノル,ディープインパクト,-0.8992822744057056,9,-0.69840231172756,1,,4,77.5,55.4,60.2,2
9,6,10,ランドブレイブ,牡4,58.0,国分優,安達,488(0),栗東,2022106943,1125,アジアエクスプレス,ハロードリーム,ブライアンズタイム,-1.0842516747637432,15,-0.7686445377509189,10,,12,46.7,42.2,45.3,10
10,6,11,ダニエルバローズ,牡4,58.0,ハマーハン,杉山晴,540(+6),栗東,2022101431,5676,American Pharoah,ターフウォー,War Front,-0.7860714524537213,8,-0.6554104431890405,14,,6,40.2,51.2,41.2,14
11,7,12,リドルトリガー,牝4,56.0,藤懸,小島,484(0),美浦,2022110068,1138,American Pharoah,Rubina,Invincible Spirit,-0.0957928238220824,3,-0.3932767748223587,13,,9,40.4,46.6,41.3,13
12,7,13,モカラマーズ,牡4,58.0,松山,高柳大,494(-6),栗東,2022103609,1126,アドマイヤマーズ,オアシスクイーン,シニスターミニスター,0.0988898091006683,2,-0.3193459436788697,3,,10,58.6,43.6,52.7,4
13,8,14,アメリカンランナー,牡5,58.0,吉村,茶木,488(+4),栗東,2021110121,1216,Gun Runner,Acqua Fresh,Ecclesiastic,-0.2681588329155261,4,-0.4587328564555925,9,,7,47.0,49.4,49.2,8
14,8,15,ダディーズアイル,牡5,58.0,高杉,千田,488(-2),栗東,2021104673,1213,ミッキーアイル,ケイディーズネイル,ダノンシャンティ,-1.0295992063653596,14,-0.747890234441599,7,,13,51.4,42.1,47.1,9
