,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,トーアマリシテン,セ5,60.0,石神深,小島,458(+2),美浦,2021105335,01059,ビーチパトロール,トーアヒミコ,クロフネ
1,2,2,メイショウソムリエ,セ5,60.0,大江圭,蛯名正,506(0),美浦,2021102980,01120,サトノダイヤモンド,シーサイドホーム,Storm Cat
2,3,3,ブライテストドーン,セ6,60.0,草野,田島,518(-6),美浦,2020102956,01113,マインドユアビスケッツ,デザートオブムーン,ゼンノロブロイ
3,4,4,マグナレガリア,牡5,60.0,五十嵐,相沢,492(+6),美浦,2021106574,01069,レイデオロ,デライトポイント,トウカイテイオー
4,5,5,シークレットキー,牡5,60.0,小野寺,井上,510(+14),栗東,2021105489,01123,ドレフォン,キープシークレット,ダイワメジャー
5,5,6,ケイアイサンデラ,セ6,60.0,難波,小林,426(-16),栗東,2020104881,01066,シルバーステート,クインズミリセント,エンパイアメーカー
6,6,7,スノーディーヴァ,牝5,57.0,▲水沼,深山,462(-2),美浦,2021103504,01201,エイシンヒカリ,スノースタイル,ホワイトマズル
7,6,8,ゴットリープ,牡6,57.0,▲坂口,栗田,484(+6),美浦,2020101319,01211,キンシャサノキセキ,アンタークティカ,コマンズ
8,7,9,デザートスター,セ7,60.0,小牧加,笹田,462(-2),栗東,2019101825,01196,サトノアラジン,ファーマペニー,ジャングルポケット
9,7,10,ブラックタロー,牡4,57.0,▲井上,鈴木孝,504(0),栗東,2022106174,01151,ホッコータルマエ,デフィニール,ブラックタイド
10,8,11,ホウオウユニコーン,牡7,60.0,伴,奥村武,488(-2),美浦,2019105808,01149,ゴールドシップ,ホウオウサブリナ,ルーラーシップ
11,8,12,セキテイオー,牡7,60.0,上野,田中剛,482(+4),美浦,2019101351,01087,ロゴタイプ,ユキアカリノマチ,キングカメハメハ
