,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,アバットゥータ,牡4,57.0,▲井上,中竹,464(-6),栗東,2022101139,01151,ハービンジャー,グッディー,キングカメハメハ
1,2,2,ヴァルトバーデン,牡4,59.0,上野,粕谷,494(+12),美浦,2022101548,01087,ディープブリランテ,ネイチャーガイド,エルコンドルパサー
2,3,3,マイネルトラオム,牡4,59.0,石神深,深山,490(+10),美浦,2022100979,01059,ノヴェリスト,アップルティー,サンデーサイレンス
3,4,4,ストラクチャー,セ5,60.0,草野,和田郎,456(-14),美浦,2021101216,01113,リアルスティール,サンヴィヴァン,マンハッタンカフェ
4,5,5,グラヴィテ,牝8,58.0,黒岩,藤野,496(-6),栗東,2018103603,01072,ネオユニヴァース,ファシネイト,キングカメハメハ
5,5,6,サマーアゲイン,牡5,60.0,高田,渡辺,508(+6),栗東,2021104669,01046,キズナ,アントワープ,キングカメハメハ
6,6,7,シュバルツガイスト,牡6,60.0,伴,国枝,506(-2),美浦,2020103575,01149,キタサンブラック,フリーティングスピリット,Invincible Spirit
7,6,8,ハイウェイスター,牝5,58.0,中村,宮本,496(-2),栗東,2021106621,01101,アメリカンペイトリオット,キエレ,Distorted Humor
8,7,9,ラパンラピッド,セ6,57.0,▲坂口,武井,496(+10),美浦,2020102648,01211,ルーラーシップ,クードラパン,ダイワメジャー
9,7,10,シルヴァーデューク,セ6,60.0,小牧加,前川,458(-2),栗東,2020100052,01196,シルバーステート,ヴァナディース,ロックオブジブラルタル
10,8,11,ウォーターハウス,セ6,60.0,小野寺,井上,474(+6),栗東,2020102664,01123,ロードカナロア,ショウナンパンドラ,ディープインパクト
11,8,12,コパノヴィンセント,牡4,59.0,五十嵐,上原博,560(-4),美浦,2022107047,01069,コパノリッキー,ヴェアリアスローズ,スターリングローズ
