,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ジェイエルキャリア,牡3,57.0,田辺,小西,476(+8),美浦,2023106312,1075,ミスチヴィアスアレックス,ジェイエルシップ,ハービンジャー,1.302565092717041,1,0.11395417234139,13,,2,41.7,57.6,77.3,1
1,2,2,アイスメルティング,牝3,55.0,戸崎圭,田島,426(+2),美浦,2023103274,5386,サンダースノー,ラルティスタ,マイネルラヴ,-0.442566507968874,7,-0.3093358007577648,7,,9,50.7,46.1,51.5,7
2,3,3,スターオブロンドン,牡3,57.0,菅原明,矢作,478(-4),栗東,2023105545,1179,タワーオブロンドン,ナイトオブスターズ,Sea The Stars Sea the Stars,-0.62126763364762,9,-0.3526806090528036,3,,12,56.3,43.5,53.8,5
3,3,4,エスシーレイジュ,牝3,55.0,大野,松山,456(+10),美浦,2023104309,1096,シャンハイボビー,チュロ,キングヘイロー,0.7667010359507339,2,-0.0160222042735663,9,,14,42.8,39.7,42.1,10
4,4,5,グラティアム,牝3,55.0,横山和,嘉藤,468(+6),美浦,2023103751,1140,ナダル,アリア,ダイワメジャー,-0.8643307013902455,11,-0.41163671263017,11,,5,42.2,51.7,41.4,13
5,4,6,ピュール,牡3,57.0,佐々木,久保田,412(+6),美浦,2023105784,1197,ダノンプレミアム,アイポステリー,ロードカナロア,-1.2868830188123783,13,-0.5141287877288614,14,,10,40.3,45.2,41.5,12
6,5,7,ゼファーテソーロ,牡3,57.0,岩田康,栗田,486(0),美浦,2023102007,5203,モズアスコット,ラッキーペニー,ダイワメジャー,-0.9601911768115232,12,-0.4348881270486565,8,,4,47.7,52.2,41.8,11
7,5,8,マジッククッキー,牡3,54.0,▲上里,加藤士,508(+6),美浦,2023105092,1217,マインドユアビスケッツ,ジョリーアップ,バトルプラン,0.4419626720206347,4,-0.094789039553042,1,,11,78.0,43.5,53.3,6
8,6,9,リフレックス,牡3,57.0,石川,金成,468(+2),美浦,2023105748,1150,モーニン,ライゼリート,ゼンノロブロイ,-0.5077505034109537,8,-0.3251464889983128,12,,8,42.1,46.5,44.1,9
9,6,10,コックピットサイト,牡3,57.0,荻野極,鹿戸,482(-2),美浦,2023103717,1160,ドレフォン,ベラポーサ,Tapit,0.5724731542216537,3,-0.0631331011250668,6,,1,51.4,79.8,45.2,8
10,7,11,ウィッキドピケット,牡3,57.0,キング,林,494(-2),美浦,2023101397,5643,モーニン,スパイスシャワー,フジキセキ,-0.7116267108239115,10,-0.3745976331512634,4,,7,54.9,47.4,54.0,3
11,7,12,ムーンブランシュ,牝3,55.0,木幡巧,牧,484(0),美浦,2023104849,1162,ドレフォン,ミチャチスインテンタ,Paynter,-1.7063075956771494,14,-0.6158622144735452,10,,6,42.3,49.1,40.9,14
12,8,13,カセノアステリア,牝3,55.0,津村,鈴木伸,492(-2),美浦,2023104150,1092,モズアスコット,クィーンオブシバ,ファスリエフ,-0.0040454948609062,5,-0.202970442541268,5,,13,52.8,41.9,53.8,4
13,8,14,フルミネブル,牡3,57.0,ルメール,千葉,496(+2),美浦,2023110094,5339,Bolt d'Oro,Thundering Sky,Sky Mesa,-0.1422731906769022,6,-0.2364982278501318,2,,3,56.6,55.7,59.1,2
