,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,トワニ,牝3,55.0,菅原明,蛯名正,424(+8),美浦,2023102694,01179,リオンディーズ,イニシャルダブル,ウォーエンブレム,-2.074541830398063,11
1,1,2,エゴンウレア,牝3,55.0,大野,小手川,424(-6),美浦,2023104068,01096,ミスチヴィアスアレックス,グッドレインボー,ステイゴールド,-2.715655575028896,14
2,2,3,フロムレイブン,牝3,55.0,戸崎圭,坂口,466(-4),栗東,2023103836,05386,タワーオブロンドン,キャノピーウォーク,ロードカナロア,-3.0969198725586313,15
3,2,4,ヘルモソブレード,牝3,55.0,杉原,岩戸,448(-2),美浦,2023104991,01135,ビッグアーサー,レッドミュール,ダイワメジャー,-2.1295594800900726,12
4,3,5,エピッククイーン,牝3,55.0,キング,中内田,430(-8),栗東,2023106999,05643,エピファネイア,コスモポリタンクイーン,Dubawi,-0.8153883463585576,6
5,3,6,ロンドンオービタル,牝3,55.0,横山武,岩戸,442(0),美浦,2023103032,01170,タワーオブロンドン,マリナーズコンパス,ディープインパクト,0.13754801546908862,3
6,4,7,フローラルツッキー,牝3,55.0,木幡巧,伊坂,422(-4),美浦,2023104108,01162,モズアスコット,ヤマノローラ,スペシャルウィーク,-2.5042612213958466,13
7,4,8,フェーダーローター,牝3,55.0,原,天間,438(-6),美浦,2023106484,01184,ベンバトル,リープフラウミルヒ,ステイゴールド,-3.4052110331210144,16
8,5,9,ルージュブリッツ,牝3,55.0,横山和,古賀,430(-12),美浦,2023101558,01140,エイシンフラッシュ,ブランシェール,ディープインパクト,-1.6736974984225081,10
9,5,10,トラスコンガーデン,牝3,55.0,田辺,竹内,450(0),美浦,2023100935,01075,ダノンスマッシュ,ジャルディナージュ,Bernardini,-1.4495246900529664,9
10,6,11,ラヴノー,牝3,55.0,津村,林,404(-6),美浦,2023105325,01092,モーリス,フィールザレース,Orpen,0.5242153563494671,2
11,6,12,ザバルガド,牝3,55.0,長浜,奥村武,448(+12),美浦,2023103499,01214,イスラボニータ,ハーエミネンシー,Successful Appeal,-0.4937043912819991,5
12,7,13,メイショウハッケイ,牝3,55.0,荻野極,本田,460(-2),栗東,2023105035,01160,ダイワメジャー,メイショウヒサカタ,シニスターミニスター,0.7484446268151808,1
13,7,14,カフェラバー,牝3,55.0,ルメール,和田郎,416(+6),美浦,2023107276,05339,モーリス,モアナアネラ,キングカメハメハ,-0.48287445072710744,4
14,8,15,トリスティ,牝3,55.0,松岡,伊藤圭,478(+10),美浦,2023103085,01085,ディーマジェスティ,ディアレストトリックスキ,Proudest Romeo,-1.224781536233977,8
15,8,16,ランプローグ,牝3,55.0,佐々木,矢野,406(0),美浦,2023106780,01197,ダノンキングリー,ベネラ,フォーティナイナー,-1.0287229126258457,7
