,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ウインシャリーフ,牡3,54.0,▲水沼,金成,482(-6),美浦,2023105860,1201,ベンバトル,ウインゼノビア,スクリーンヒーロー,0.4324389010476574,8,-0.1172326785704862,8,,13,48.6,45.6,46.2,8
1,1,2,ゴリョウセイ,牡3,57.0,松本,松下,476(-4),栗東,2023103368,1191,キズナ,カラクレナイ,ローエングリン,1.731596645394592,1,0.378011359174689,6,,8,51.9,46.5,47.2,7
2,2,3,モスカテル,牝3,55.0,斎藤,石坂,470(0),栗東,2023107218,1178,キズナ,ベネンシアドール,キングカメハメハ,-0.0126280826854735,10,-0.2868939618520341,4,,4,53.5,49.8,47.5,6
3,2,4,ノヴァレジーナ,牝3,53.0,△柴田裕,中尾,446(-2),栗東,2023105587,1212,アメリカンペイトリオット,ヴァーチュスター,シンボリクリスエス,0.4833521309033656,6,-0.0978243552640165,12,,10,46.3,45.7,46.2,9
4,3,5,ニシノトリビュート,牡3,54.0,▲田山,新谷,494(-2),栗東,2023104703,1220,モーリス,ドリームアンドホープ,Royal Applause,-0.8873377924682346,13,-0.620336740769913,13,,14,45.5,44.8,45.5,13
5,3,6,ビップヴォルフ,牡3,57.0,小沢,小椋,440(-2),栗東,2023105418,1185,シルバーステート,ジョリージョコンド,Marju,0.4515350343136075,7,-0.1099531575230224,5,,2,52.3,63.2,52.7,3
6,4,7,ブリックアブラック,牡3,56.0,☆西塚,高木,454(0),美浦,2023102410,1200,ブリックスアンドモルタル,ブラックオニキス,ブラックタイド,0.766675361661083,4,0.0101795737415358,7,,7,48.9,47.2,45.6,12
7,4,8,サリー,牝3,53.0,△鷲頭,前川,396(0),栗東,2023101217,1202,ロゴタイプ,レディー,ゴールドヘイロー,-0.5346068667824826,12,-0.4858743256903508,16,,17,42.3,44.4,45.2,18
8,5,9,アストリル,牝3,55.0,横山琉,鈴木慎,444(0),美浦,2023101591,1192,デクラレーションオブウォー,ラブミーリル,ハービンジャー,0.0122127476488777,9,-0.2774245397058334,1,,1,86.5,83.1,65.2,2
9,5,10,ゴールデンダガー,牡3,54.0,▲舟山,中舘,484(0),美浦,2023105726,1221,フィエールマン,スサーナトウショウ,ロックオブジブラルタル,-0.3631079520291066,11,-0.4204982654074847,9,,9,47.7,46.3,49.3,5
10,6,11,ウインモアナ,牝3,55.0,小林凌,千葉,392(-6),美浦,2023105867,1177,ブリックスアンドモルタル,ウインマハロ,マツリダゴッホ,0.526206193507879,5,-0.0814882181856725,14,,18,44.6,44.4,45.7,11
11,6,12,ロサルゴサ,牡3,54.0,▲森田,斉藤崇,498(+8),栗東,2023105971,1222,フィエールマン,メモリーコロネット,ロードカナロア,0.845854265788591,2,0.0403628831625614,2,,3,55.4,62.9,85.2,1
12,7,13,ウールヴヘジン,牡3,54.0,▲古川奈,青木,434(0),美浦,2023102442,1190,ビーチパトロール,ワルキューレ,ステイゴールド,0.7760649524384975,3,0.0137589226463289,15,,16,44.6,44.6,45.3,16
13,7,14,ブルーアンビエンス,牡3,54.0,▲石田,菊沢,458(+6),美浦,2023103830,1203,レイデオロ,メラニー,ディープインパクト,-2.134991888543654,18,-1.0959473853882096,11,,6,46.5,47.2,45.5,14
14,7,15,ヤクジョ,牡3,54.0,▲石神道,松永康,458(0),美浦,2023102802,1209,リアルスティール,チビラーサン,ケープブランコ,-1.1483955057005442,15,-0.7198529669928353,3,,12,53.5,45.7,50.9,4
15,8,16,シークレット,牝3,55.0,亀田,西村,470(-6),栗東,2023106966,1176,モーリス,キープシークレット,ダイワメジャー,-1.2476322677586973,16,-0.7576824106830179,18,,11,42.0,45.7,45.3,17
16,8,17,ビケイムフリー,牝3,51.0,★河原田,吉村,412(-6),栗東,2023104381,1204,サートゥルナーリア,エレーデ,ディープインパクト,-0.9791170543886968,14,-0.6553233561001477,17,,15,42.1,44.8,45.4,15
17,8,18,クラウンインジエア,牡3,54.0,▲小林美,藤岡,482(-16),栗東,2023100814,1206,モーリス,ラヴァリーノ,Unbridled's Song,-1.4183674555239227,17,-0.8227673352366066,10,,5,47.6,48.2,46.1,10
