,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ルクスコロン,牝4,56.0,横山琉,堀内,428(-6),美浦,2022103214,1192,モーリス,サトノコメット,ダイワメジャー,-0.1446342148353234,7,-0.6414959694138115,2,,5,54.1,51.6,52.5,7
1,1,2,ラブアイミー,牝4,56.0,菊沢,森田,406(-4),栗東,2022107258,1161,サンダースノー,ラブカンプー,ショウナンカンプ,-1.3913987894573616,16,-1.5277469240374413,17,,11,34.4,46.0,36.5,17
2,2,3,ナンナンプー,牝4,53.0,▲石神道,水野,460(-2),美浦,2022102878,1209,フィエールマン,シエルクレール,ダイワメジャー,-0.476048526098724,10,-0.8770787375736807,10,,14,49.7,45.0,50.0,9
3,2,4,メイショウヤマモモ,牝5,56.0,長岡,高橋亮,458(-8),栗東,2021103075,1142,モーリス,メイショウアキシノ,デュランダル,-1.5787818573072594,18,-1.660946427891343,13,,16,47.1,44.1,44.3,14
4,3,5,オンザヴィーナス,牝5,53.0,▲石田,大和田,446(+6),美浦,2021105057,1203,ミッキーアイル,シアン,Smart Strike,-0.777047737936114,12,-1.09104121634616,5,,13,53.5,45.0,53.3,6
5,3,6,ワインクーラー,牝4,56.0,富田,石橋,454(-4),栗東,2022106905,1168,モズアスコット,インプレショニスト,ディープインパクト,-0.328568805549002,9,-0.7722441554999634,6,,6,53.2,49.4,55.8,3
6,4,7,ベネメレンティ,牝5,53.0,▲古川奈,前川,448(+12),栗東,2021106648,1190,ニューイヤーズデイ,ブルーモーメント,ダンスインザダーク,-0.7804244685111489,13,-1.0934415337409165,16,,15,43.9,44.4,44.0,15
7,4,8,ラミアメンテ,牝4,56.0,丹内,堀,488(-12),美浦,2022105858,1091,ドゥラメンテ,ラフォルス,Power,-0.5358125446431599,11,-0.9195614320336252,12,,7,49.2,48.5,44.9,13
8,5,9,ベルファスト,牝5,56.0,松若,今野,494(+2),栗東,2021101414,1154,ダイワメジャー,タミーン,Shirocco,1.2029410620829155,1,0.3164153314892042,7,,2,53.0,59.2,49.4,10
9,5,10,ユメシバイ,牝4,53.0,▲小林美,松永幹,448(-8),栗東,2022103880,1206,ディスクリートキャット,ファートゥア,エピファネイア,-0.8974770784089591,15,-1.176647288359482,15,,18,44.1,43.5,40.7,16
10,6,11,ライツユーアップ,牝4,54.0,△柴田裕,角田,460(+26),栗東,2022103527,1212,スワーヴリチャード,チェアユーアップ,エアジハード,-0.8007481612733143,14,-1.1078884409426284,14,,12,46.6,45.2,47.6,11
11,6,12,フランクスピード,牝4,56.0,斎藤,高野,448(+4),栗東,2022104648,1178,Frankel,インピード,Bated Breath,0.7450352705197024,2,-0.0090827241670629,4,,8,53.8,48.2,53.5,5
12,7,13,オーケーダイナ,牝4,56.0,泉谷,奥村豊,438(+12),栗東,2022101039,1182,Saxon Warrior,レディノーラ,Nathaniel,0.4492471372677424,4,-0.2193409563921489,1,,3,81.3,53.3,58.0,2
13,7,14,ウインレオネッサ,牝4,53.0,▲田山,長谷川,424(+10),栗東,2022106729,1220,エピファネイア,セルフプリザヴェーション,Lion Heart,-0.1879815377034227,8,-0.6723090090639618,11,,10,49.7,46.9,45.8,12
14,7,15,ベルサ,牝4,56.0,古川吉,鈴木孝,472(+4),栗東,2022103473,1015,マクフィ,ローズアダージョ,ディープインパクト,0.5175032965659041,3,-0.1708217029835599,8,,4,50.2,52.0,52.2,8
15,8,16,アートフォーム,牝5,54.0,△鷲頭,畑端,462(+4),栗東,2021102433,1202,シュヴァルグラン,ラテアート,サクラバクシンオー,0.4197949034814976,5,-0.2402768017314911,9,,1,49.7,86.6,80.6,1
16,8,17,オレイア,牝4,52.0,★河原田,秋山,386(+8),栗東,2022101579,1204,カレンブラックヒル,カレンピピ,トーセンホマレボシ,-1.3918628333255731,17,-1.528076785287561,18,,17,32.6,44.0,35.4,18
17,8,18,イコノスタシス,牝6,53.0,▲舟山,古賀,480(-20),美浦,2020103530,1221,モーリス,パストフォリア,シンボリクリスエス,0.3328356764638809,6,-0.3020909561648244,3,,9,54.0,47.2,55.5,4
