,式別,馬番,配当,人気
0,単勝,6,270,1
1,複勝,6,120,1
2,複勝,7,130,2
3,複勝,3,140,4
4,枠連,6-7,500,2
5,馬連,6-7,520,2
6,ワイド,6-7,230,2
7,ワイド,3-6,260,4
8,ワイド,3-7,300,5
9,馬単,6→7,860,2
10,3連複,3-6-7,930,3
11,3連単,6→7→3,2990,9
