,式別,馬番,配当,人気
0,単勝,15,1010,5
1,複勝,15,330,5
2,複勝,13,180,2
3,複勝,3,420,8
4,枠連,7-8,1060,4
5,馬連,13-15,1840,6
6,ワイド,13-15,740,6
7,ワイド,3-15,2780,30
8,ワイド,3-13,1240,15
9,馬単,15→13,4600,16
10,3連複,3-13-15,10480,36
11,3連単,15→13→3,61280,198
