,式別,馬番,配当,人気
0,単勝,4,310,1
1,複勝,4,120,2
2,複勝,11,150,4
3,複勝,3,130,3
4,枠連,4-8,380,1
5,馬連,4-11,890,4
6,ワイド,4-11,310,4
7,ワイド,3-4,200,1
8,ワイド,3-11,360,5
9,馬単,4→11,1440,6
10,3連複,3-4-11,630,2
11,3連単,4→11→3,4190,10
