,式別,馬番,配当,人気
0,単勝,15,660,3
1,複勝,15,310,3
2,複勝,13,930,11
3,複勝,7,450,9
4,枠連,7-8,2350,10
5,馬連,13-15,11310,43
6,ワイド,13-15,3680,44
7,ワイド,7-15,2120,27
8,ワイド,7-13,4710,50
9,馬単,15→13,16470,68
10,3連複,7-13-15,50350,148
11,3連単,15→13→7,233450,743
