,式別,馬番,配当,人気
0,単勝,11,790,4
1,複勝,11,180,3
2,複勝,8,130,1
3,複勝,3,150,2
4,枠連,4-6,570,2
5,馬連,8-11,1180,3
6,ワイド,8-11,500,4
7,ワイド,3-11,730,7
8,ワイド,3-8,350,1
9,馬単,11→8,2530,9
10,3連複,3-8-11,2090,3
11,3連単,11→8→3,11330,19
